LogID,lat,lon,alt,time,SPS_PM1,SPS_PM2.5,SPS_PM10,SPS_nc0.5,SPS_nc1,SPS_nc2.5,SPS_nc4,SPS_nc10,5003_PM1,5003_PM2.5,5003_PM10,5003_nc0.3,5003_nc0.5,5003_nc1,5003_nc2.5,5003_nc5,5003_nc10,7003_PM1,7003_PM2.5,7003_PM10,7003_nc0.3,7003_nc0.5,7003_nc1,7003_nc2.5,7003_nc5,7003_nc10,Temperature,Relative_Humidity,Pressure,CO,NH3,NO2
0,,,,,16.246994972229007,23.04668235778809,30.35232734680176,97.14909362792969,122.6923942565918,128.8266372680664,129.6072769165039,129.72755432128906,18.0,34.0,42.0,2910.0,924.0,217.0,22.0,9.0,5.0,15.5,23.5,30.0,2856.0,788.0,162.5,17.0,9.0,4.0,13.1333203125,39.2586344590963,1009.5385908295843,2048.0,1952.0,1152.0
1,,,,,16.01094388961792,20.84426784515381,25.71789360046387,100.6325225830078,123.0548210144043,127.22175216674805,127.75117111206056,127.83725357055664,17.0,34.0,42.0,2886.0,922.0,232.0,22.0,9.0,5.0,17.0,26.0,32.0,2872.5,819.5,195.0,21.0,8.0,4.0,13.1821484375,39.13259339256591,1009.5335517152803,1984.0,2208.0,384.0
2,,,,,16.028684616088867,19.421643257141113,22.500173568725586,104.53326797485352,124.85167694091795,127.56928253173828,127.9135971069336,127.97464752197266,17.0,34.0,40.5,2880.0,920.0,226.5,20.5,8.5,4.5,18.0,26.0,36.0,2917.5,860.0,203.0,17.5,14.0,8.0,13.08947265625,39.093905132137635,1009.536600832997,1856.0,2304.0,416.0
3,,,,2022-12-13T15:30:42.000Z,16.097277641296387,19.2335262298584,21.98744201660156,105.6915054321289,125.6974868774414,128.1539535522461,128.46489715576172,128.5215072631836,18.0,35.0,40.0,2874.0,918.0,221.0,19.0,8.0,4.0,17.0,27.0,37.0,2862.0,823.5,199.5,28.5,13.5,6.0,13.02287109375,39.07674129094298,1009.5467535491548,1888.0,2400.0,1824.0
4,,,,2022-12-13T15:30:46.000Z,16.371068000793453,19.483088493347168,22.187238693237305,107.69247055053712,127.9245147705078,130.3447494506836,130.6510238647461,130.70723724365234,19.0,32.0,38.0,2880.0,924.0,210.0,14.0,8.0,4.0,18.5,29.5,37.0,2941.5,858.0,220.0,28.0,11.0,3.0,12.9360546875,38.90551347718557,1009.5376017659717,2368.0,2496.0,1312.0
5,,,,2022-12-13T15:30:49.000Z,16.559951782226562,19.628483772277832,22.264951705932614,109.14308547973631,129.49165344238278,131.85997009277344,132.1595687866211,132.21504974365234,19.0,32.0,38.0,2863.5,924.0,209.0,14.0,8.0,4.0,19.5,30.0,38.5,3036.0,884.0,234.5,31.0,10.0,4.0,12.84279296875,38.601029574330255,1009.5278056925549,2016.0,1888.0,736.0
6,,,,2022-12-13T15:30:53.000Z,16.669288635253903,19.640966415405273,22.1489896774292,110.17065811157228,130.48112487792972,132.7472915649414,133.03384399414062,133.08766174316406,19.0,32.0,38.0,2847.0,924.0,208.0,14.0,8.0,4.0,20.0,29.0,36.0,3148.5,915.5,206.0,23.0,8.0,4.0,12.7473828125,38.329501371534185,1009.5342020852755,1856.0,2368.0,352.0
7,,,,2022-12-13T15:30:57.000Z,16.771882057189938,19.646160125732425,22.025535583496094,111.15194320678712,131.41707611083984,133.58084106445312,133.85429382324222,133.90642547607422,18.0,32.0,39.0,2778.0,903.0,209.0,20.0,9.0,4.0,20.0,29.0,33.5,3198.0,921.5,207.5,20.0,5.0,2.0,12.65646484375,38.067040624936865,1009.538533024912,2112.0,2304.0,352.0
8,,,,2022-12-13T15:31:00.000Z,17.126736640930176,19.931947708129886,22.19991874694824,113.84407806396484,134.34672546386722,136.42566680908206,136.68821716308594,136.73918914794922,18.0,32.0,39.5,2766.0,901.0,212.5,21.0,9.5,4.5,20.0,28.5,31.0,3220.5,919.0,198.5,17.0,3.0,1.0,12.58126953125,37.85507237715612,1009.530737085357,1984.0,1984.0,192.0
9,,,,2022-12-13T15:31:04.000Z,17.441027641296387,20.17669010162353,22.335542678833008,116.2504425048828,136.95112609863278,138.94648742675778,139.19831085205078,139.24812316894528,18.0,32.0,40.0,2754.0,899.0,216.0,22.0,10.0,5.0,17.5,26.0,26.0,3061.5,876.5,164.5,7.0,0.0,0.0,12.53419921875,37.69716932923593,1009.5304213812134,1984.0,2464.0,160.0
