LogID,lat,lon,alt,time,SPS_PM1,SPS_PM2.5,SPS_PM10,SPS_nc0.5,SPS_nc1,SPS_nc2.5,SPS_nc4,SPS_nc10,5003_PM1,5003_PM2.5,5003_PM10,5003_nc0.3,5003_nc0.5,5003_nc1,5003_nc2.5,5003_nc5,5003_nc10,7003_PM1,7003_PM2.5,7003_PM10,7003_nc0.3,7003_nc0.5,7003_nc1,7003_nc2.5,7003_nc5,7003_nc10,CO,NH3,NO2
10,52.394016666999995,13.037738333,246.5,2022-12-07T15:09:54.000Z,2.6240696907043457,2.8419528007507324,2.9255174398422237,17.998034477233887,20.82730770111084,20.93270874023437,20.945717811584476,20.94984531402588,4.0,6.0,8.0,717.0,231.0,32.0,7.0,3.0,1.0,3.0,4.0,5.0,757.5,189.5,25.0,2.0,2.0,0.0,480.0,544.0,224.0
11,52.394038333000005,13.037718332999999,246.3,2022-12-07T15:09:59.000Z,2.808488130569458,3.037176728248596,3.1210011243820186,19.274742126464844,22.296218872070312,22.40449523925781,22.41783809661865,22.4221773147583,3.0,6.0,8.0,711.0,229.0,29.0,7.0,3.0,1.0,3.0,3.5,5.5,756.0,192.0,28.5,3.0,3.0,0.0,736.0,640.0,576.0
12,52.394038333000005,13.037718332999999,246.3,2022-12-07T15:10:02.000Z,2.934963583946228,3.240439414978028,3.410844087600708,19.968481063842773,23.223925590515137,23.40394306182861,23.42642688751221,23.43211841583252,3.0,6.0,8.5,720.0,233.0,31.0,7.5,3.5,1.0,3.0,4.0,6.0,736.5,195.5,29.0,4.0,4.0,0.0,384.0,512.0,128.0
13,52.394036666999995,13.037711667,245.8,2022-12-07T15:10:06.000Z,3.0783382654190063,3.413020372390747,3.6095380783081055,20.90651226043701,24.34202003479004,24.54519748687744,24.5706148147583,24.576831817626953,3.0,6.0,9.0,729.0,237.0,33.0,8.0,4.0,1.0,3.0,3.0,7.0,727.5,188.0,29.0,6.0,6.0,0.0,896.0,704.0,1472.0
14,52.394036666999995,13.037711667,245.8,2022-12-07T15:10:09.000Z,3.1975808143615723,3.5396221876144414,3.736772537231445,21.731040000915527,25.29137134552002,25.49678325653076,25.52246379852295,25.52882575988769,3.0,6.0,8.0,747.0,239.0,30.0,7.0,3.0,1.0,3.0,3.5,7.0,699.0,183.0,36.5,6.0,6.0,0.0,608.0,608.0,800.0
15,52.394036666999995,13.037711667,245.8,2022-12-07T15:10:12.000Z,3.2777017354965214,3.6340346336364746,3.843249440193176,22.26055145263672,25.91851902008057,26.13483047485352,26.16189002990723,26.1685094833374,3.5,6.0,8.0,753.0,241.0,29.0,7.0,3.0,1.0,3.0,4.0,8.0,804.0,214.5,41.0,6.0,6.0,0.0,672.0,640.0,384.0
16,52.394036666999995,13.037711667,245.8,2022-12-07T15:10:15.000Z,3.3725695610046387,3.7351694107055664,3.945398569107056,22.915456771850586,26.67333793640137,26.891840934753414,26.919163703918453,26.925904273986816,4.0,6.0,8.0,759.0,243.0,28.0,7.0,3.0,1.0,4.0,5.0,7.5,843.0,226.0,42.0,5.0,5.0,0.0,640.0,640.0,416.0
17,52.39391,13.037766667,132.5,2022-12-07T15:10:20.000Z,3.3122547864913936,3.675500869750977,3.890852212905884,22.486949920654297,26.18812370300293,26.409890174865726,26.437642097473145,26.44438552856445,3.0,5.0,6.0,708.0,224.0,23.0,4.0,2.0,1.0,4.0,5.5,6.5,877.5,228.0,48.5,2.0,2.0,0.0,640.0,704.0,416.0
18,52.393903333000004,13.037761667,122.8,2022-12-07T15:10:24.000Z,3.2145938873291016,3.5636359453201294,3.768286347389221,21.83308219909668,25.41998672485352,25.63170051574707,25.65818500518799,25.66466808319092,3.0,5.0,6.0,721.5,229.5,22.0,3.5,2.0,1.0,4.0,6.0,6.0,841.5,227.0,49.5,0.0,0.0,0.0,576.0,640.0,384.0
19,52.3939,13.03776,116.6,2022-12-07T15:10:27.000Z,3.1126184463500977,3.4528192281723022,3.6537570953369136,21.13463020324707,24.611035346984863,24.818276405334476,24.84420585632324,24.85052299499512,3.0,5.0,6.0,735.0,235.0,21.0,3.0,2.0,1.0,4.0,5.5,5.5,834.0,233.5,42.0,0.0,0.0,0.0,512.0,704.0,416.0
20,52.3939,13.03776,116.6,2022-12-07T15:10:30.000Z,3.118021249771118,3.4533650875091557,3.6478667259216313,21.185595512390137,24.66001033782959,24.862133979797363,24.887409210205078,24.89364242553711,4.0,5.0,6.0,753.0,242.0,21.0,3.0,2.0,1.0,3.5,5.0,5.0,751.5,211.5,36.0,0.0,0.0,0.0,544.0,576.0,352.0
21,52.3939,13.03776,116.6,2022-12-07T15:10:33.000Z,3.1050739288330083,3.4311379194259644,3.6150097846984863,21.11829376220703,24.566670417785645,24.76002311706543,24.784178733825684,24.79025077819824,3.5,5.0,6.0,745.5,240.0,20.0,3.0,2.0,1.0,3.5,5.0,7.0,741.0,207.5,40.5,2.0,2.0,2.0,544.0,672.0,416.0
22,52.393898333,13.037758333,114.7,2022-12-07T15:10:37.000Z,3.015571594238281,3.3301769495010376,3.50618314743042,20.514968872070312,23.860913276672363,24.04662132263184,24.069817543029785,24.075676918029785,3.0,5.0,6.0,738.0,238.0,19.0,3.0,2.0,1.0,3.0,4.5,6.0,699.0,195.0,29.5,2.0,2.0,2.0,608.0,640.0,448.0
23,52.39389,13.037758333,105.8,2022-12-07T15:10:41.000Z,2.8959971666336064,3.1980531215667725,3.366987109184265,19.701698303222656,22.914857864379886,23.09312629699707,23.115392684936523,23.12102031707764,4.0,5.0,6.0,726.0,232.0,25.0,2.0,1.0,0.0,3.0,4.0,5.5,697.5,189.0,20.5,2.0,2.0,2.0,544.0,736.0,384.0
24,52.39389,13.037758333,105.8,2022-12-07T15:10:45.000Z,2.6761714220047,2.9548554420471187,3.110413908958435,18.20737075805664,21.17597484588623,21.34026527404785,21.360785484313965,21.36597728729248,4.0,5.0,6.0,732.0,234.0,24.0,3.0,1.0,0.0,3.0,4.0,6.0,735.0,193.5,17.0,2.0,2.0,2.0,512.0,736.0,416.0
25,52.39389,13.037758333,105.8,2022-12-07T15:10:48.000Z,2.507297396659851,2.7679249048233032,2.9130802154541016,17.05966854095459,19.84025287628174,19.993701934814453,20.012866973876953,20.017722129821774,4.0,5.0,6.0,738.0,236.0,23.0,4.0,1.0,0.0,3.0,3.5,5.0,687.0,170.5,16.0,2.0,2.0,2.0,544.0,736.0,448.0
26,52.39389,13.037758333,105.8,2022-12-07T15:10:51.000Z,2.5312860012054443,2.794081449508667,2.940220832824707,17.223738670349118,20.03044891357422,20.185038566589355,20.204343795776367,20.209240913391113,4.0,6.0,6.0,777.0,249.0,28.0,4.0,1.0,0.0,3.0,3.0,3.0,679.5,163.5,6.0,0.0,0.0,0.0,576.0,736.0,512.0
27,52.39389,13.037758333,105.8,2022-12-07T15:10:54.000Z,2.638346791267395,2.91273045539856,3.0656394958496094,17.950976371765137,20.87709140777588,21.038697242736816,21.058879852294922,21.06399154663086,4.0,6.0,6.0,759.0,243.0,29.0,3.5,0.5,0.0,2.0,2.0,2.0,634.5,160.5,5.0,0.0,0.0,0.0,544.0,704.0,448.0
28,52.39389,13.037758333,105.8,2022-12-07T15:10:59.000Z,2.7168569564819336,2.9992291927337646,3.156469702720642,18.48561191558838,21.49854183197021,21.66477870941162,21.68553924560547,21.69080066680908,4.0,6.0,6.0,741.0,237.0,30.0,3.0,0.0,0.0,1.5,2.5,2.5,619.5,157.0,11.0,0.0,0.0,0.0,544.0,704.0,416.0
29,52.39389,13.037758333,105.8,2022-12-07T15:11:02.000Z,2.6530760526657104,2.9281604290008545,3.080888628959656,18.05337142944336,20.994600296020508,21.156269073486328,21.17645835876465,21.18158435821533,4.0,6.0,6.0,705.0,229.0,35.0,3.0,0.0,0.0,2.0,2.0,2.5,564.0,139.5,11.0,1.0,1.0,0.0,576.0,704.0,448.0
30,52.39389,13.037758333,105.8,2022-12-07T15:11:06.000Z,2.615356206893921,2.885774850845337,3.035390973091125,17.798678398132324,20.696977615356445,20.8555908203125,20.875396728515625,20.880436897277832,4.0,6.0,6.0,711.0,230.0,33.5,3.0,0.0,0.0,2.0,2.5,3.5,589.5,151.5,12.0,2.0,2.0,0.0,448.0,672.0,448.0
31,52.39389,13.037758333,105.8,2022-12-07T15:11:09.000Z,2.56390118598938,2.8288160562515263,2.975260734558105,17.448983192443848,20.289992332458496,20.445300102233887,20.464693069458008,20.469629287719727,4.0,6.0,6.0,717.0,231.0,32.0,3.0,0.0,0.0,2.0,3.0,4.0,564.0,151.0,18.0,2.0,2.0,0.0,512.0,768.0,480.0
32,52.39389,13.037758333,105.8,2022-12-07T15:11:12.000Z,2.472843170166016,2.7286055088043213,2.8701683282852173,16.828605651855472,19.569090843200684,19.71914005279541,19.737876892089844,19.74264335632324,4.0,6.0,6.0,756.0,244.0,37.0,3.0,0.0,0.0,3.0,3.0,4.0,639.0,175.0,21.0,2.0,2.0,0.0,448.0,704.0,512.0
33,52.39389,13.037758333,105.8,2022-12-07T15:11:15.000Z,2.434233546257019,2.686115264892578,2.825607180595398,16.565555572509766,19.263419151306152,19.41123962402344,19.42969799041748,19.434391975402832,3.5,6.0,6.0,730.5,236.5,38.0,3.0,0.0,0.0,3.0,3.0,4.0,628.5,174.5,15.0,2.0,2.0,0.0,512.0,672.0,416.0
34,52.393883333000005,13.037755,94.7,2022-12-07T15:11:20.000Z,2.4283008575439453,2.678599715232849,2.8165462017059326,16.527722358703613,19.217583656311035,19.364070892333984,19.38235855102539,19.387024879455566,3.0,6.0,6.0,705.0,229.0,39.0,3.0,0.0,0.0,2.5,2.5,3.0,616.5,166.0,14.0,1.0,1.0,0.0,512.0,736.0,480.0
35,52.393883333000005,13.037755,94.7,2022-12-07T15:11:24.000Z,2.391340970993042,2.636496663093567,2.7706828117370605,16.279656410217285,18.926613807678226,19.06952953338623,19.087368965148926,19.091940879821774,3.0,6.0,6.0,684.0,220.0,39.0,3.0,0.0,0.0,3.0,3.0,3.0,633.0,173.5,15.0,0.0,0.0,0.0,448.0,672.0,448.0
36,52.393883333000005,13.037755,94.7,2022-12-07T15:11:27.000Z,2.3537724018096924,2.592976212501526,2.722437620162964,16.029406547546387,18.631686210632324,18.770243644714355,18.787531852722168,18.791996002197266,3.0,6.0,6.0,697.5,222.5,41.0,3.0,0.0,0.0,3.0,3.5,3.5,672.0,184.0,15.0,0.0,0.0,0.0,448.0,704.0,448.0
37,52.393883333000005,13.037755,94.7,2022-12-07T15:11:30.000Z,2.3687435388565063,2.6081897020339966,2.7368816137313843,16.134713172912598,18.751660346984863,18.88981437683105,18.90704917907715,18.91151714324951,3.0,6.0,6.0,711.0,225.0,43.0,3.0,0.0,0.0,2.0,3.0,3.0,582.0,151.5,12.0,0.0,0.0,0.0,512.0,768.0,448.0
38,52.393883333000005,13.037755,94.7,2022-12-07T15:11:33.000Z,2.402825117111206,2.6443034410476685,2.773086905479431,16.370563507080078,19.023083686828613,19.161803245544434,19.179102897644047,19.183612823486328,3.0,5.0,5.0,687.0,218.0,35.0,3.0,0.0,0.0,3.0,3.5,3.5,633.0,172.0,13.0,0.0,0.0,0.0,512.0,736.0,448.0
39,52.393883333000005,13.037755,94.7,2022-12-07T15:11:37.000Z,2.416860580444336,2.658496379852295,2.7864716053009038,16.469472885131836,19.135640144348145,19.273911476135254,19.291152000427246,19.2956657409668,3.0,5.0,5.0,679.5,214.5,35.0,1.5,0.0,0.0,3.0,4.0,4.0,657.0,187.0,12.0,0.0,0.0,0.0,480.0,704.0,512.0
40,52.393883333000005,13.037755,94.7,2022-12-07T15:11:41.000Z,2.4729608297348022,2.718651413917541,2.847661852836609,16.8558349609375,19.581602096557614,19.721518516540527,19.73896026611328,19.743552207946774,3.0,5.0,5.0,672.0,211.0,35.0,0.0,0.0,0.0,3.0,3.5,4.0,672.0,190.0,9.0,1.0,0.0,0.0,448.0,704.0,480.0
41,52.393883333000005,13.037755,94.7,2022-12-07T15:11:45.000Z,2.543339967727661,2.7952176332473755,2.9268972873687744,17.337654113769528,20.139809608459476,20.282896995544434,20.30073356628418,20.30544090270996,3.0,4.0,4.0,645.0,202.0,30.0,0.0,0.0,0.0,3.0,3.0,3.0,658.5,180.0,4.0,2.0,0.0,0.0,480.0,736.0,416.0
42,52.393883333000005,13.037755,94.7,2022-12-07T15:11:48.000Z,2.4949222803115845,2.740960121154785,2.868831157684326,17.010334968566895,19.75760841369629,19.896921157836914,19.91428279876709,19.91888236999512,3.0,4.5,4.5,666.0,208.0,31.0,0.5,0.0,0.0,3.0,3.0,4.0,693.0,189.5,4.0,2.0,0.0,0.0,512.0,672.0,448.0
43,52.393883333000005,13.037755,94.7,2022-12-07T15:11:51.000Z,2.4455903768539433,2.685881018638611,2.810124635696411,16.676304817199707,19.367955207824707,19.503626823425293,19.52053165435791,19.525026321411133,3.0,5.0,5.0,687.0,214.0,32.0,1.0,0.0,0.0,2.5,2.5,3.0,652.5,173.5,2.0,2.0,0.0,0.0,544.0,704.0,416.0
44,52.393883333000005,13.037755,94.7,2022-12-07T15:11:54.000Z,2.390623688697815,2.623790383338928,2.7430968284606934,16.306004524230953,18.93462371826172,19.06551170349121,19.08181571960449,19.08617877960205,3.0,5.0,5.0,678.0,211.0,32.0,1.0,0.0,0.0,2.5,3.0,3.5,649.5,177.0,9.5,2.0,0.0,0.0,480.0,672.0,416.0
45,52.393883333000005,13.037755,94.7,2022-12-07T15:11:59.000Z,2.350733995437622,2.578161120414734,2.693174123764038,16.03877067565918,18.62080478668213,18.74765014648437,18.76344394683838,18.767702102661133,3.0,5.0,5.0,697.5,218.5,35.5,1.0,0.0,0.0,3.0,3.0,3.5,636.0,184.5,15.0,1.0,0.0,0.0,480.0,640.0,416.0
46,52.393883333000005,13.037755,94.7,2022-12-07T15:12:02.000Z,2.3150675296783447,2.537598133087158,2.6490641832351685,15.79921293258667,18.339943885803226,18.463409423828125,18.47877693176269,18.482946395874023,3.0,5.0,5.0,717.0,226.0,39.0,1.0,0.0,0.0,3.0,3.5,3.5,592.5,178.0,16.0,0.0,0.0,0.0,480.0,640.0,480.0
47,52.393883333000005,13.037755,94.7,2022-12-07T15:12:06.000Z,2.341876745223999,2.5662492513656616,2.678091526031494,15.9840989112854,18.55316925048828,18.677326202392575,18.69277858734131,18.696983337402344,3.0,5.0,5.0,705.0,224.0,37.0,2.0,0.0,0.0,3.5,4.5,4.5,675.0,201.5,24.5,0.0,0.0,0.0,512.0,736.0,448.0
48,52.393883333000005,13.037755,94.7,2022-12-07T15:12:09.000Z,2.465399742126465,2.70127785205841,2.8186097145080566,16.828044891357422,19.53213882446289,19.662514686584476,19.678738594055176,19.68315887451172,3.5,5.5,6.0,736.5,234.5,37.0,3.5,0.5,0.5,4.0,5.0,5.0,721.5,219.5,29.0,0.0,0.0,0.0,448.0,704.0,416.0
49,52.393883333000005,13.037755,94.7,2022-12-07T15:12:12.000Z,2.440340757369995,2.6740635633468632,2.790503740310669,16.65636920928955,19.333332061767575,19.462626457214355,19.47871685028076,19.4830961227417,4.0,6.0,7.0,768.0,245.0,37.0,5.0,1.0,1.0,4.0,4.5,4.5,697.5,211.5,23.5,0.0,0.0,0.0,480.0,704.0,480.0
50,52.393883333000005,13.037755,94.7,2022-12-07T15:12:15.000Z,2.3938642740249634,2.623828172683716,2.738912582397461,16.337331771850586,18.96433162689209,19.091858863830566,19.107733726501465,19.112040519714355,4.0,6.0,7.0,789.0,254.0,39.0,5.0,1.0,1.0,4.0,4.0,4.0,690.0,206.0,18.0,0.0,0.0,0.0,512.0,736.0,480.0
51,52.393883333000005,13.037755,94.7,2022-12-07T15:12:20.000Z,2.3960416316986084,2.626494526863098,2.7420330047607417,16.351456642150882,18.981258392333984,19.10918426513672,19.125107765197754,19.12942409515381,4.0,6.0,7.0,789.0,256.0,37.0,5.0,1.0,1.0,4.0,4.0,5.0,682.5,204.5,18.0,1.0,1.0,1.0,480.0,640.0,448.0
52,52.393883333000005,13.037755,94.7,2022-12-07T15:12:23.000Z,2.3808963298797607,2.609653115272522,2.724162101745605,16.248727798461914,18.861553192138672,18.98843002319336,19.00422191619873,19.00850772857666,4.0,6.0,7.0,789.0,258.0,35.0,5.0,1.0,1.0,3.0,3.5,4.5,592.5,181.5,15.5,2.0,2.0,2.0,512.0,672.0,448.0
53,52.393876667,13.037761667,88.4,2022-12-07T15:12:27.000Z,2.4323160648345947,2.665557146072388,2.7819712162017822,16.600844383239743,19.269428253173828,19.398585319519047,19.41465950012207,19.41903018951416,4.0,6.0,7.0,795.0,261.0,39.0,5.0,1.0,1.0,2.0,3.0,5.0,523.5,160.5,17.0,4.0,2.0,2.0,448.0,736.0,512.0
54,52.393876667,13.037761667,88.4,2022-12-07T15:12:30.000Z,2.5178831815719604,2.759088397026062,2.8792978525161743,17.185482025146484,19.947589874267575,20.08104705810547,20.09765720367432,20.10217571258545,4.0,6.0,7.0,796.5,262.5,38.0,5.0,1.0,1.0,2.0,3.0,5.0,504.0,153.5,19.0,4.0,2.0,2.0,512.0,704.0,480.0
55,52.393876667,13.037761667,88.4,2022-12-07T15:12:33.000Z,2.540973544120789,2.784191846847534,2.905255913734436,17.343605041503903,20.130748748779297,20.265230178833008,20.28196620941162,20.286523818969727,4.0,6.0,7.0,798.0,264.0,37.0,5.0,1.0,1.0,2.0,3.0,6.5,501.0,149.5,24.0,6.0,4.0,2.0,480.0,768.0,480.0
56,52.393876667,13.037761667,88.4,2022-12-07T15:12:36.000Z,2.526884794235229,2.7676351070404053,2.8866336345672607,17.250372886657715,20.02041530609131,20.15302562713623,20.16952514648437,20.174038887023926,5.0,7.0,8.0,861.0,285.0,38.0,5.0,1.0,1.0,2.0,3.0,7.0,558.0,165.5,27.0,7.0,5.0,1.0,480.0,704.0,416.0
57,52.393876667,13.037761667,88.4,2022-12-07T15:12:41.000Z,2.4291362762451167,2.659511685371399,2.772585153579712,16.585854530334473,19.24717712402344,19.373591423034668,19.389314651489254,19.393634796142575,5.0,6.5,7.5,855.0,284.0,36.0,4.5,1.0,1.0,2.0,3.0,6.0,592.5,166.5,22.0,6.0,4.0,0.0,576.0,704.0,736.0
58,52.393876667,13.037761667,88.4,2022-12-07T15:12:45.000Z,2.402482509613037,2.6304675340652466,2.7424708604812618,16.403504371643063,19.0358304977417,19.160993576049805,19.176563262939453,19.180837631225586,5.0,6.0,7.0,849.0,283.0,34.0,4.0,1.0,1.0,3.0,3.0,6.5,616.5,173.5,20.0,5.0,5.0,0.0,512.0,768.0,640.0
59,52.393876667,13.037761667,88.4,2022-12-07T15:12:48.000Z,2.4749311208724976,2.7107433080673218,2.8273104429244995,16.89566993713379,19.608776092529297,19.738672256469727,19.754834175109863,19.759254455566406,5.0,7.0,8.0,870.0,290.0,34.0,7.0,2.0,2.0,3.0,3.5,8.0,642.0,182.5,23.0,8.0,8.0,0.0,352.0,608.0,416.0
60,52.393876667,13.037761667,88.4,2022-12-07T15:12:51.000Z,2.5009042024612427,2.740341663360596,2.8595649003982544,17.069964408874508,19.813237190246586,19.945653915405273,19.962132453918453,19.96661949157715,5.0,7.0,9.0,873.0,290.0,36.0,8.5,2.5,2.5,3.0,4.0,7.0,691.5,198.5,21.5,6.0,6.0,0.0,544.0,864.0,1120.0
61,52.393876667,13.037761667,88.4,2022-12-07T15:12:54.000Z,2.5550423860549927,2.802890419960022,2.928713083267212,17.43102741241455,20.23843765258789,20.376965522766113,20.39421558380127,20.398855209350586,5.0,7.0,10.0,876.0,290.0,38.0,10.0,3.0,3.0,4.0,4.0,6.5,769.5,219.0,22.0,4.0,4.0,0.0,448.0,608.0,352.0
62,52.393876667,13.037761667,88.4,2022-12-07T15:12:58.000Z,2.58307945728302,2.8372689485549927,2.968983054161072,17.612808227539062,20.456357955932614,20.600049018859863,20.61795425415039,20.62270736694336,6.0,8.0,11.0,1014.0,336.0,42.0,9.0,3.0,3.0,4.0,5.0,7.5,814.5,237.0,24.0,5.0,4.0,0.0,416.0,576.0,512.0
63,52.393878333,13.037763333,85.0,2022-12-07T15:13:02.000Z,2.5367943048477173,2.7909419536590576,2.9259164333343506,17.285386085510257,20.08462619781494,20.230280876159668,20.24844455718994,20.25319194793701,6.0,7.5,10.0,994.5,329.5,41.0,7.5,2.5,2.5,4.5,5.0,7.5,925.5,253.5,23.0,5.0,3.0,0.0,384.0,576.0,288.0
64,52.393868333,13.037743333,84.7,2022-12-07T15:13:06.000Z,2.503198742866516,2.7561581134796143,2.892057538032532,17.050759315490726,19.816137313842773,19.96205234527588,19.980255126953125,19.984978675842285,6.0,7.0,9.0,975.0,323.0,40.0,6.0,2.0,2.0,4.0,4.5,5.5,912.0,243.5,17.0,3.0,1.0,0.0,576.0,704.0,512.0
65,52.393853333,13.03772,83.9,2022-12-07T15:13:09.000Z,2.445939302444458,2.6954153776168823,2.8310739994049072,16.654695510864258,19.360207557678226,19.505101203918453,19.52318286895752,19.527836799621586,6.0,7.0,9.0,981.0,325.0,40.0,6.0,2.0,2.0,3.5,3.5,5.5,834.0,215.5,13.5,4.0,2.0,0.0,192.0,480.0,288.0
66,52.393853333,13.03772,83.9,2022-12-07T15:13:12.000Z,2.452030301094055,2.704740285873413,2.8439900875091557,16.689324378967285,19.405420303344727,19.55330181121826,19.571764945983887,19.576475143432614,6.0,7.0,9.0,987.0,326.0,41.0,6.0,2.0,2.0,2.5,2.5,4.5,703.5,172.5,8.0,4.0,2.0,0.0,384.0,512.0,256.0
67,52.393853333,13.03772,83.9,2022-12-07T15:13:15.000Z,2.412642240524292,2.6641862392425537,2.804803490638733,16.413650512695312,19.09037685394287,19.23879337310791,19.25733089447021,19.262017250061035,6.0,7.0,9.0,993.0,327.0,42.0,6.0,2.0,2.0,2.0,2.0,3.5,586.5,144.5,7.0,3.0,2.0,0.0,512.0,672.0,320.0
68,52.39382,13.037635,79.0,2022-12-07T15:13:19.000Z,2.3448878526687618,2.5909777879714966,2.729649782180786,15.948485374450685,18.55241203308105,18.69827938079834,18.716503143310547,18.72108554840088,6.0,7.0,9.0,987.0,325.0,38.0,6.0,2.0,2.0,2.0,2.0,3.0,511.5,133.5,8.0,2.0,2.0,0.0,288.0,576.0,352.0
69,52.393785,13.037593333,75.2,2022-12-07T15:13:23.000Z,2.3083901405334477,2.552942633628845,2.692313313484192,15.694241046905518,18.261012077331547,18.406917572021484,18.42515182495117,18.429702758789066,6.0,7.0,9.0,990.0,326.0,40.0,6.0,2.0,2.0,2.0,2.0,2.5,493.5,126.0,10.0,1.0,1.0,0.0,448.0,576.0,320.0
70,52.393745,13.037536667000001,68.4,2022-12-07T15:13:27.000Z,2.2717525959014893,2.5142091512680054,2.65359115600586,15.440471172332765,17.969135284423828,18.114517211914066,18.132692337036133,18.137202262878414,6.0,7.0,9.0,993.0,327.0,42.0,6.0,2.0,2.0,2.0,2.5,2.5,541.5,146.0,12.0,0.0,0.0,0.0,448.0,608.0,352.0
71,52.393745,13.037536667000001,68.4,2022-12-07T15:13:30.000Z,2.349483847618103,2.6025280952453613,2.7495338916778564,15.962782382965088,18.581340789794922,18.734004974365234,18.75309467315674,18.75779914855957,6.0,7.0,10.0,969.0,319.0,42.0,7.0,3.0,3.0,2.0,3.0,3.0,553.5,150.5,14.0,0.0,0.0,0.0,576.0,576.0,704.0
72,52.393745,13.037536667000001,68.4,2022-12-07T15:13:33.000Z,2.4501346349716187,2.716332077980041,2.872515082359314,16.640557289123535,19.37470054626465,19.536230087280273,19.556434631347656,19.56138038635254,5.5,7.0,10.0,943.5,310.5,42.0,7.0,3.0,3.0,2.5,3.0,3.5,586.5,161.5,13.0,1.0,1.0,0.0,576.0,608.0,1216.0
