LogID,lat,lon,alt,time,SPS_PM1,SPS_PM2.5,SPS_PM10,SPS_nc0.5,SPS_nc1,SPS_nc2.5,SPS_nc4,SPS_nc10,5003_PM1,5003_PM2.5,5003_PM10,5003_nc0.3,5003_nc0.5,5003_nc1,5003_nc2.5,5003_nc5,5003_nc10,7003_PM1,7003_PM2.5,7003_PM10,7003_nc0.3,7003_nc0.5,7003_nc1,7003_nc2.5,7003_nc5,7003_nc10,Temperature,Relative_Humidity,Pressure,CO,NH3,NO2
0,,,,,6.574816703796388,10.156205654144287,14.145954608917235,37.13954162597656,48.69806480407715,52.01487922668457,52.43736076354981,52.500450134277344,4.0,7.0,10.0,777.0,253.0,60.0,6.0,2.0,2.0,4.0,6.0,6.0,871.5,221.5,47.5,2.0,0.0,0.0,15.603046875,64.93264072077183,1028.163939690744,1056.0,1248.0,320.0
1,,,,,6.395327806472777,8.013055086135862,9.570103645324707,41.01616096496582,49.51172637939453,50.86149406433106,51.03277778625488,51.06172180175781,4.0,9.0,10.0,828.0,270.0,64.0,5.0,2.0,2.0,4.5,6.5,6.5,882.0,228.5,51.0,2.0,0.0,0.0,15.62755859375,64.6261711225636,1028.166580109525,1056.0,1152.0,320.0
2,,,,,5.342430114746094,6.032692670822144,6.510026216506957,35.99627494812012,42.11968803405762,42.58234977722168,42.64051628112793,42.65320777893066,4.0,8.0,9.5,811.5,264.5,62.0,4.5,2.0,2.0,4.0,5.5,6.5,799.5,230.0,47.5,2.0,2.0,0.0,15.560078125,64.75025379828543,1028.1671179379264,960.0,1184.0,288.0
3,52.394573333000004,13.040976667,-16.1,2022-11-11T16:01:50.000Z,5.179702281951903,5.768138885498048,6.13030219078064,35.111629486083984,40.9295539855957,41.29685974121094,41.342872619628906,41.35377502441406,4.0,7.0,8.0,795.0,259.0,60.0,4.0,2.0,2.0,4.5,6.5,7.5,897.0,256.0,52.0,2.0,2.0,0.0,15.52130859375,64.6077667842172,1028.168973813023,832.0,928.0,224.0
4,52.394573333000004,13.040975,-16.1,2022-11-11T16:01:51.000Z,4.212996482849121,4.717782020568848,5.044946432113648,28.490028381347656,33.260669708251946,33.585742950439446,33.62653160095215,33.635854721069336,4.0,7.0,10.0,834.0,272.0,66.0,4.0,2.0,2.0,4.5,6.0,6.5,988.5,254.5,34.0,1.0,1.0,0.0,15.29650390625,66.39908300210084,1028.1638406882996,864.0,1088.0,448.0
5,52.394573333000004,13.040966667000001,-16.1,2022-11-11T16:01:53.000Z,4.318887948989868,4.839221239089966,5.178171157836914,29.19861221313477,34.093372344970696,34.42949485778809,34.47167587280273,34.48128128051758,4.0,7.0,9.0,823.5,267.5,63.0,3.5,1.5,1.5,4.5,5.5,5.5,1014.0,260.5,29.5,0.0,0.0,0.0,15.15265625,66.09581098589071,1028.1614935687228,768.0,1088.0,384.0
6,52.394573333000004,13.040961667000001,-16.1,2022-11-11T16:01:57.000Z,4.509291887283325,5.043376207351685,5.385826110839844,30.509952545166016,35.60697555541992,35.94867706298828,35.99153709411621,36.00140571594238,4.0,7.0,8.0,813.0,263.0,60.0,3.0,1.0,1.0,4.0,4.5,4.5,921.0,243.5,14.0,0.0,0.0,0.0,15.08263671875,65.76432207169194,1028.1659754585517,896.0,1088.0,288.0
7,52.394573333000004,13.040961667000001,-16.1,2022-11-11T16:02:00.000Z,4.597546577453613,5.134889125823975,5.4750800132751465,31.125946044921875,36.31213188171387,36.653282165527344,36.69606018066406,36.70599555969238,4.0,7.0,8.0,837.0,269.0,54.0,2.0,1.0,1.0,4.5,5.5,5.5,910.5,248.5,25.0,0.0,0.0,0.0,15.03576171875,65.50216219763789,1028.1725143674207,832.0,928.0,1024.0
8,52.394575,13.040946667,-16.2,2022-11-11T16:02:03.000Z,4.6273019313812265,5.1683382987976065,5.511001586914063,31.32682704925537,36.54689598083496,36.890472412109375,36.93355178833008,36.94355583190918,4.0,6.5,8.0,828.0,265.0,56.0,2.0,1.5,1.5,5.0,6.0,6.5,885.0,251.0,29.0,1.0,1.0,0.0,15.00998046875,65.3414420420576,1028.178524389395,928.0,1056.0,0.0
9,52.394576666999995,13.040944999999999,-16.1,2022-11-11T16:02:07.000Z,4.703354358673097,5.2541892528533936,5.603612184524536,31.83932685852051,37.146522521972656,37.496660232543945,37.540565490722656,37.55074882507324,4.0,6.0,8.0,819.0,261.0,58.0,2.0,2.0,2.0,5.0,5.5,6.5,868.5,247.5,29.0,2.0,2.0,0.0,15.0079296875,65.4196609511059,1028.1767566733681,1088.0,1312.0,256.0
