Date,atmotube_VOC[ppm],atmotube_AQS,atmotube_Temperature[˚C],atmotube_Humidity[%],atmotube_Pressure[hPa],atmotube_PM1[µg/m³],atmotube_PM2.5[µg/m³],atmotube_PM10[µg/m³],atmotube_Latitude,atmotube_Longitude
2022-10-26 17:09:00,0.067,95,15,72,1016.4,2.0,3.0,4.0,,
2022-10-26 17:08:00,0.068,95,15,73,1016.4,3.0,4.0,5.0,,
2022-10-26 17:07:00,0.079,85,15,73,1016.4,10.0,12.0,13.0,,
2022-10-26 17:06:00,0.089,94,15,73,1016.4,2.0,3.0,4.0,,
2022-10-26 17:05:00,0.109,93,15,74,1016.5,2.0,3.0,4.0,,
2022-10-26 17:04:00,0.121,92,15,73,1016.3,2.0,3.0,4.0,,
2022-10-26 17:03:00,0.117,92,15,74,1016.4,2.0,4.0,5.0,,
2022-10-26 17:02:00,0.107,93,15,73,1016.4,2.0,3.0,5.0,,
2022-10-26 17:01:00,0.098,94,16,69,1016.4,2.0,4.0,5.0,,
2022-10-26 17:00:00,0.087,94,16,69,1016.4,2.0,3.0,4.0,,
2022-10-26 16:59:00,0.076,95,16,69,1016.3,2.0,3.0,4.0,,
2022-10-26 16:58:00,0.074,95,16,69,1016.4,2.0,4.0,4.0,,
2022-10-26 16:57:00,0.077,95,16,69,1016.4,2.0,4.0,5.0,,
2022-10-26 16:56:00,0.073,95,16,69,1016.4,2.0,3.0,4.0,,
2022-10-26 16:55:00,0.067,95,16,69,1016.4,2.0,4.0,4.0,,
2022-10-26 16:54:00,0.070,95,16,69,1016.3,2.0,3.0,4.0,,
2022-10-26 16:53:00,0.075,95,16,69,1016.3,2.0,4.0,4.0,,
2022-10-26 16:52:00,0.080,95,16,71,1016.4,2.0,3.0,4.0,,
2022-10-26 16:51:00,0.085,94,16,70,1016.5,2.0,3.0,4.0,,
2022-10-26 16:50:00,0.089,94,16,70,1016.4,2.0,3.0,5.0,,
2022-10-26 16:49:00,0.088,94,16,70,1016.3,2.0,3.0,4.0,,
2022-10-26 16:48:00,0.104,93,16,70,1016.3,2.0,3.0,5.0,,
2022-10-26 16:47:00,0.124,92,16,71,1016.4,2.0,3.0,4.0,,
2022-10-26 16:46:00,0.120,92,16,70,1016.2,2.0,4.0,5.0,,
2022-10-26 16:45:00,0.107,93,16,70,1016.3,2.0,4.0,4.0,,
2022-10-26 16:44:00,0.096,94,16,70,1016.2,2.0,4.0,5.0,,
2022-10-26 16:43:00,0.076,95,16,69,1016.2,2.0,3.0,5.0,,
2022-10-26 16:42:00,0.086,94,16,70,1016.2,2.0,4.0,5.0,,
2022-10-26 16:41:00,0.094,37,17,66,1016.2,66.0,72.0,73.0,,
2022-10-26 16:40:00,0.098,94,17,65,1016.2,3.0,4.0,5.0,,
2022-10-26 16:39:00,0.108,91,17,65,1016.2,6.0,8.0,9.0,,
2022-10-26 16:38:00,0.121,92,17,65,1016.3,3.0,4.0,5.0,,
2022-10-26 16:37:00,0.142,91,17,65,1016.2,3.0,4.0,5.0,,
2022-10-26 16:36:00,0.129,92,17,66,1016.2,3.0,4.0,5.0,,
2022-10-26 16:35:00,0.123,92,17,65,1016.3,2.0,4.0,5.0,,
2022-10-26 16:34:00,0.118,92,17,65,1016.3,3.0,4.0,5.0,,
2022-10-26 16:33:00,0.110,93,17,66,1016.2,2.0,4.0,5.0,,
2022-10-26 16:32:00,0.110,93,17,66,1016.2,3.0,4.0,5.0,,
2022-10-26 16:31:00,0.114,93,17,66,1016.2,3.0,4.0,5.0,,
2022-10-26 16:30:00,0.115,93,18,63,1016.3,5.0,6.0,7.0,,
2022-10-26 16:29:00,0.123,92,18,63,1016.4,2.0,4.0,5.0,,
2022-10-26 16:28:00,0.132,92,18,62,1016.3,3.0,5.0,6.0,,
2022-10-26 16:27:00,0.139,91,18,62,1016.5,4.0,5.0,6.0,,
2022-10-26 16:26:00,0.159,90,18,63,1016.4,2.0,4.0,5.0,,
2022-10-26 16:25:00,0.177,89,18,64,1016.2,3.0,4.0,5.0,,
2022-10-26 16:24:00,0.135,91,18,63,1016.2,2.0,3.0,4.0,,
2022-10-26 16:23:00,0.112,93,18,62,1016.2,2.0,3.0,4.0,,
2022-10-26 16:22:00,0.121,92,18,62,1016.2,2.0,3.0,4.0,,
2022-10-26 16:21:00,0.122,92,18,62,1016.2,2.0,3.0,4.0,,
2022-10-26 16:20:00,0.129,92,18,61,1016.3,2.0,3.0,4.0,,
2022-10-26 16:19:00,0.135,91,18,61,1016.1,2.0,3.0,4.0,,
2022-10-26 16:18:00,0.149,91,18,61,1016.1,2.0,3.0,4.0,,
2022-10-26 16:17:00,0.164,90,18,61,1015.0,2.0,3.0,4.0,,
2022-10-26 16:16:00,0.184,88,18,61,1014.4,2.0,3.0,4.0,,
2022-10-26 16:15:00,0.206,87,18,63,1014.1,2.0,3.0,4.0,,
2022-10-26 16:14:00,0.227,86,18,63,1015.0,2.0,3.0,4.0,,
2022-10-26 16:13:00,0.282,83,19,58,1015.2,2.0,3.0,4.0,,
2022-10-26 16:12:00,0.298,82,19,61,1015.6,2.0,3.0,4.0,,
2022-10-26 16:11:00,0.285,82,19,59,1015.5,2.0,3.0,4.0,,
2022-10-26 16:10:00,0.322,80,20,55,1015.4,2.0,3.0,4.0,,
2022-10-26 16:09:00,0.369,77,19,65,1015.0,2.0,3.0,4.0,,
2022-10-26 16:08:00,0.354,78,19,63,1015.0,2.0,3.0,4.0,,
2022-10-26 16:07:00,0.325,80,19,61,1015.0,2.0,3.0,4.0,,
2022-10-26 16:06:00,0.283,83,18,65,1015.0,2.0,3.0,4.0,,
