Date,atmotube_VOC[ppm],atmotube_AQS,atmotube_Temperature[˚C],atmotube_Humidity[%],atmotube_Pressure[hPa],atmotube_PM1[µg/m³],atmotube_PM2.5[µg/m³],atmotube_PM10[µg/m³],atmotube_Latitude,atmotube_Longitude
2022-10-11 16:49:00,0.000,96,14,53,1023.4,1.0,4.0,5.0,,
2022-10-11 16:48:00,0.000,96,14,51,1023.5,1.0,3.0,5.0,,
2022-10-11 16:47:00,0.000,97,14,49,1023.4,1.0,3.0,5.0,,
2022-10-11 16:46:00,0.000,97,14,51,1023.2,1.0,3.0,4.0,,
2022-10-11 16:45:00,0.000,97,14,48,1023.2,1.0,3.0,5.0,,
2022-10-11 16:44:00,0.000,97,14,49,1023.2,1.0,3.0,5.0,,
2022-10-11 16:43:00,0.000,97,14,48,1023.3,1.0,3.0,5.0,,
2022-10-11 16:42:00,0.000,97,14,49,1023.2,1.0,3.0,4.0,,
2022-10-11 16:41:00,0.000,96,14,48,1023.3,2.0,4.0,5.0,,
2022-10-11 16:40:00,0.000,97,14,48,1023.3,1.0,3.0,4.0,,
2022-10-11 16:39:00,0.000,94,14,49,1023.4,3.0,6.0,8.0,,
2022-10-11 16:38:00,0.000,97,14,48,1023.3,1.0,3.0,5.0,,
2022-10-11 16:37:00,0.000,96,14,48,1023.3,2.0,4.0,6.0,,
2022-10-11 16:36:00,0.000,96,14,48,1023.3,2.0,4.0,5.0,,
2022-10-11 16:35:00,0.000,96,14,48,1023.3,2.0,4.0,5.0,,
2022-10-11 16:34:00,0.000,96,14,49,1023.4,2.0,4.0,5.0,,
2022-10-11 16:33:00,0.000,96,14,49,1023.4,2.0,4.0,6.0,,
2022-10-11 16:32:00,0.000,96,13,52,1023.4,1.0,3.0,5.0,,
2022-10-11 16:31:00,0.000,97,13,52,1023.4,1.0,3.0,5.0,,
2022-10-11 16:30:00,0.000,97,13,51,1023.2,1.0,3.0,5.0,,
2022-10-11 16:29:00,0.000,96,13,51,1023.3,1.0,4.0,5.0,,
2022-10-11 16:28:00,0.000,96,14,49,1023.3,2.0,4.0,5.0,,
2022-10-11 16:27:00,0.000,96,14,50,1023.3,1.0,3.0,5.0,,
2022-10-11 16:26:00,0.000,96,14,50,1023.3,1.0,3.0,5.0,,
2022-10-11 16:25:00,0.000,97,14,50,1023.3,1.0,3.0,5.0,,
2022-10-11 16:24:00,0.000,97,14,50,1023.2,1.0,3.0,5.0,,
2022-10-11 16:23:00,0.000,96,14,50,1023.2,1.0,3.0,5.0,,
2022-10-11 16:22:00,0.000,96,14,51,1023.2,1.0,3.0,5.0,,
2022-10-11 16:21:00,0.000,96,15,48,1023.2,1.0,3.0,5.0,,
2022-10-11 16:20:00,0.000,96,15,49,1023.3,1.0,3.0,5.0,,
2022-10-11 16:19:00,0.000,96,15,48,1023.2,2.0,4.0,6.0,,
2022-10-11 16:18:00,0.000,97,15,48,1023.3,1.0,3.0,5.0,,
2022-10-11 16:17:00,0.000,97,15,50,1023.2,1.0,3.0,4.0,,
2022-10-11 16:16:00,0.000,97,16,45,1023.2,1.0,3.0,5.0,,
2022-10-11 16:15:00,0.000,97,16,45,1023.3,1.0,3.0,5.0,,
2022-10-11 16:14:00,0.006,97,17,42,1023.2,1.0,3.0,5.0,,
2022-10-11 16:13:00,0.034,97,17,43,1023.2,1.0,3.0,4.0,,
2022-10-11 16:12:00,0.068,95,17,44,1023.2,1.0,3.0,4.0,,
2022-10-11 16:11:00,0.111,93,18,42,1023.4,1.0,3.0,4.0,,
2022-10-11 16:10:00,0.164,90,18,44,1023.4,2.0,3.0,5.0,,
2022-10-11 16:09:00,0.244,85,19,42,1023.44,1.0,2.0,3.0,52.389399753932274,13.039082447079046
2022-10-11 16:08:00,0.934,62,19,53,1023.41,1.0,1.0,2.0,,
2022-10-11 16:07:00,0.914,62,20,53,1023.45,1.0,1.0,2.0,,
2022-10-11 16:06:00,0.892,63,20,53,1023.26,1.0,1.0,2.0,,
2022-10-11 16:05:00,0.868,63,20,53,1023.18,1.0,1.0,2.0,,
2022-10-11 16:04:00,0.845,64,20,53,1023.24,1.0,1.0,2.0,,
2022-10-11 16:03:00,0.821,64,20,53,1023.21,1.0,1.0,2.0,,
2022-10-11 16:02:00,0.798,64,20,53,1023.18,1.0,1.0,2.0,,
2022-10-11 16:01:00,0.777,65,19,54,1023.23,1.0,1.0,2.0,,
2022-10-11 16:00:00,0.758,65,19,55,1023.19,1.0,1.0,2.0,,
