LogID,lat,lon,alt,time,SPS_PM1,SPS_PM2.5,SPS_PM10,SPS_nc0.5,SPS_nc1,SPS_nc2.5,SPS_nc4,SPS_nc10,5003_PM1,5003_PM2.5,5003_PM10,5003_nc0.3,5003_nc0.5,5003_nc1,5003_nc2.5,5003_nc5,5003_nc10,7003_PM1,7003_PM2.5,7003_PM10,7003_nc0.3,7003_nc0.5,7003_nc1,7003_nc2.5,7003_nc5,7003_nc10,CO,NH3,NO2
153,52.393173333,13.036283333,36.2,2022-12-09T15:36:12.000Z,18.08718967437744,20.210813522338867,21.561206817626953,122.4271240234375,142.84430694580078,144.19615936279297,144.3656768798828,144.40494537353516,17.0,33.0,36.0,2634.0,835.0,229.0,16.0,4.0,2.0,14.0,21.5,25.5,2110.5,594.5,163.5,11.0,4.0,2.0,544.0,928.0,576.0
154,52.393161667,13.036246667,32.7,2022-12-09T15:36:15.000Z,18.119356155395508,20.276469230651852,21.66626071929932,122.56696701049805,143.06421661376953,144.4483413696289,144.62198638916016,144.6618423461914,17.0,33.0,35.5,2637.0,839.0,233.5,15.5,3.5,1.5,15.0,22.5,27.5,2230.5,624.0,178.5,12.5,4.0,3.0,768.0,864.0,480.0
155,52.393161667,13.036246667,32.7,2022-12-09T15:36:18.000Z,18.012351989746094,20.20167732238769,21.63924217224121,121.725341796875,142.16771697998047,143.58887481689453,143.76728057861328,143.8076629638672,17.0,33.0,35.0,2640.0,843.0,238.0,15.0,3.0,1.0,15.0,24.0,29.0,2211.0,620.0,182.0,13.5,4.0,4.0,672.0,896.0,640.0
156,52.393126667,13.036158333,31.9,2022-12-09T15:36:22.000Z,17.89690399169922,20.11635684967041,21.59970569610596,120.82941055297852,141.20579528808594,142.66226196289062,142.84517669677734,142.8860855102539,18.0,33.0,36.5,2664.0,853.0,238.0,15.0,5.0,1.0,14.0,25.5,31.5,2169.0,622.0,178.5,24.0,6.0,2.0,640.0,800.0,960.0
157,52.39311,13.036118333,29.5,2022-12-09T15:36:26.000Z,18.156594276428226,20.462310791015625,22.03450298309326,122.44099807739258,143.1926498413086,144.724609375,144.9171371459961,144.95956420898438,17.5,32.5,37.0,2610.0,837.0,235.0,15.5,5.0,1.0,14.5,26.5,31.5,2211.0,643.0,174.0,25.0,5.0,0.0,672.0,832.0,736.0
158,52.393048333,13.036125,24.9,2022-12-09T15:36:30.000Z,18.509584426879886,20.898025512695312,22.54798984527588,124.72209167480469,145.93299865722656,147.5328598022461,147.7339859008789,147.77790069580078,17.0,32.0,37.0,2556.0,821.0,232.0,16.0,5.0,1.0,14.0,25.0,31.5,2199.0,652.5,176.0,20.0,6.0,0.0,544.0,864.0,1024.0
159,52.393035,13.036093333,24.2,2022-12-09T15:36:33.000Z,18.732744216918945,21.15031147003174,22.820575714111328,126.22492599487305,147.69204711914062,149.31153106689453,149.51512145996094,149.55957794189453,16.0,31.0,34.0,2499.0,800.0,227.0,13.0,5.0,1.0,15.0,27.0,32.0,2302.5,695.5,186.0,16.0,3.0,0.0,640.0,768.0,864.0
160,52.393035,13.036093333,24.2,2022-12-09T15:36:36.000Z,19.07918739318848,21.513667106628414,23.18020534515381,128.63219451904294,150.4553985595703,152.07687377929688,152.2806625366211,152.32544708251953,16.0,30.5,33.5,2446.5,785.5,221.0,13.0,5.0,1.0,15.5,27.0,29.0,2302.5,691.5,172.0,10.0,2.0,0.0,608.0,832.0,768.0
161,52.392920000000004,13.03608,22.2,2022-12-09T15:36:40.000Z,19.410839080810547,21.86593246459961,23.53440093994141,130.92507934570312,153.09567260742188,154.72350311279297,154.92804718017578,154.9732437133789,16.0,30.0,33.0,2394.0,771.0,215.0,13.0,5.0,1.0,15.5,25.5,28.0,2280.0,687.0,170.5,8.0,3.0,0.0,672.0,896.0,576.0
162,52.392876666999996,13.036061667,22.4,2022-12-09T15:36:44.000Z,19.597198486328125,22.079458236694336,23.76842784881592,132.17264556884766,154.5613784790039,156.20846557617188,156.41543579101562,156.46112060546875,16.0,30.0,33.0,2412.0,779.0,215.0,13.0,5.0,1.0,15.5,24.5,27.0,2233.5,675.0,166.0,6.0,3.0,0.0,576.0,800.0,1216.0
163,52.392855,13.036038332999999,25.2,2022-12-09T15:36:47.000Z,19.687536239624023,22.194171905517575,23.907031059265137,132.74803161621094,155.25901794433594,156.92668914794922,157.13626861572266,157.18240356445312,16.0,30.5,35.0,2412.0,779.5,219.5,16.0,5.5,1.5,14.5,22.5,23.5,2110.5,636.0,149.0,3.0,2.0,0.0,640.0,800.0,928.0
164,52.392845,13.036003333,29.2,2022-12-09T15:36:51.000Z,19.504191398620605,21.99969482421875,23.71181583404541,131.47978210449222,153.79910278320312,155.46353149414062,155.67273712158203,155.71864318847656,16.0,31.0,37.0,2412.0,780.0,224.0,19.0,6.0,2.0,14.0,20.0,22.5,2011.5,594.0,144.5,4.0,4.0,0.0,640.0,864.0,1056.0
165,52.392845,13.036003333,29.2,2022-12-09T15:36:54.000Z,19.46571445465088,21.966358184814453,23.687639236450195,131.19400787353516,153.484130859375,155.15540313720703,155.365478515625,155.4114761352539,14.5,30.0,35.5,2263.5,734.5,212.5,20.0,6.0,2.0,14.0,21.5,24.0,2100.0,624.0,162.5,4.0,4.0,0.0,576.0,928.0,576.0
166,52.392845,13.035996667000001,30.0,2022-12-09T15:36:57.000Z,19.389606475830078,21.893882751464844,23.62513065338135,130.64591217041016,152.86862182617188,154.54684448242188,154.75782012939453,154.80387115478516,15.0,30.0,33.0,2263.5,735.5,200.5,19.5,5.0,1.0,14.0,24.0,26.0,2176.5,648.5,172.5,3.0,3.0,0.0,640.0,832.0,864.0
167,52.39281,13.035993333,29.9,2022-12-09T15:37:01.000Z,19.399558067321774,21.907167434692386,23.64185333251953,130.70759582519528,152.94473266601562,154.62586975097656,154.83722686767578,154.8833236694336,14.5,30.5,33.0,2214.0,718.0,192.0,20.0,2.5,1.0,14.5,25.0,27.0,2293.5,679.0,179.5,3.0,3.0,0.0,672.0,928.0,896.0
168,52.392793333,13.035975,29.5,2022-12-09T15:37:05.000Z,19.33328056335449,21.80576705932617,23.50145626068115,130.33065032958984,152.45270538330078,154.10140228271484,154.30862426757812,154.35411834716797,15.0,34.0,36.0,2229.0,723.0,204.5,32.0,4.0,1.0,15.0,25.5,28.0,2403.0,698.0,182.0,6.0,4.0,0.0,672.0,800.0,608.0
169,52.392791667,13.035973333,28.9,2022-12-09T15:37:09.000Z,19.118616104125977,21.532150268554688,23.16978359222412,128.96611022949222,150.79615020751953,152.39485931396484,152.59573364257812,152.64016723632812,15.0,36.0,39.0,2320.5,751.5,219.0,37.0,4.5,0.5,16.5,27.5,30.0,2458.5,717.5,192.0,10.0,4.0,0.0,672.0,832.0,544.0
170,52.392790000000005,13.035969999999999,29.0,2022-12-09T15:37:12.000Z,19.043704986572266,21.42738151550293,23.03318881988525,128.5142593383789,150.22872161865234,151.8006591796875,151.9981231689453,152.04202270507812,17.0,39.0,41.5,2542.5,821.5,243.0,38.0,3.5,0.0,16.0,27.0,32.0,2472.0,707.0,198.5,17.0,6.0,0.0,544.0,800.0,736.0
171,52.392786666999996,13.035968333,29.4,2022-12-09T15:37:15.000Z,19.13735294342041,21.534381866455078,23.150118827819824,129.1419677734375,150.96560668945312,152.54691314697266,152.7455596923828,152.78971099853516,16.0,37.5,40.0,2475.0,800.0,234.0,38.0,3.0,0.0,16.0,26.5,32.0,2476.5,699.0,206.5,13.0,6.0,1.0,640.0,960.0,736.0
172,52.392783333000004,13.035966667,29.5,2022-12-09T15:37:19.000Z,19.26591968536377,21.684386253356934,23.31761455535889,129.99556732177734,151.97368621826172,153.5709686279297,153.77163696289062,153.81617736816406,15.5,37.0,40.0,2431.5,787.0,235.0,38.0,3.5,0.5,15.0,24.5,33.5,2386.5,678.0,188.5,17.0,12.0,4.0,608.0,960.0,896.0
173,52.392776667,13.035983332999999,30.4,2022-12-09T15:37:23.000Z,19.25440120697021,21.677921295166016,23.318267822265625,129.90081024169922,151.87535858154297,153.4782257080078,153.6796112060547,153.7242202758789,15.0,36.5,40.0,2388.0,774.0,236.0,38.0,4.0,1.0,15.5,23.0,33.5,2355.0,668.0,166.5,17.0,12.0,4.0,640.0,960.0,1024.0
174,52.392746667,13.036,30.5,2022-12-09T15:37:26.000Z,19.407733917236328,21.845626831054688,23.49290657043457,130.94818878173828,153.09048461914062,154.70115661621094,154.90351104736328,154.9484100341797,15.0,37.0,40.0,2364.0,766.0,232.0,42.0,4.0,1.0,16.0,24.0,30.5,2380.5,686.5,165.0,10.0,8.0,4.0,608.0,832.0,544.0
175,52.392701667,13.036013333,32.5,2022-12-09T15:37:30.000Z,19.539299964904785,21.98356533050537,23.62936115264893,131.86249542236328,154.13994598388672,155.75132751464844,155.95374298095703,155.99876403808594,15.5,37.5,41.0,2424.0,784.5,234.5,42.0,3.5,1.0,18.0,25.5,27.5,2479.5,718.0,174.0,8.0,3.0,1.0,640.0,896.0,832.0
176,52.392683333,13.036038332999999,35.1,2022-12-09T15:37:33.000Z,19.42434024810791,21.845805168151852,23.47143650054932,131.10875701904294,153.24273681640625,154.83617401123047,155.03631591796875,155.08092498779297,16.0,38.0,41.0,2484.0,803.0,237.0,42.0,3.0,1.0,16.5,28.5,30.0,2353.5,689.0,203.0,18.0,2.0,0.0,544.0,832.0,704.0
177,52.392646667,13.036068333,34.7,2022-12-09T15:37:37.000Z,19.297687530517575,21.686809539794922,23.28122711181641,130.29729461669922,152.26255798339844,153.8289566040039,154.02567291259766,154.0697021484375,16.0,37.0,41.0,2472.0,801.0,239.0,36.0,3.0,1.0,14.5,25.0,26.0,2157.0,625.0,169.5,17.0,2.0,0.0,704.0,992.0,640.0
178,52.392601667,13.036075,34.1,2022-12-09T15:37:41.000Z,19.27176094055176,21.621814727783203,23.16943168640137,130.2162094116211,152.09918212890625,153.62741088867188,153.8192596435547,153.86260986328125,16.5,36.5,41.0,2452.5,795.5,239.0,34.0,3.5,1.0,13.0,24.0,25.0,2032.5,587.0,148.5,18.0,2.0,0.0,672.0,896.0,768.0
179,52.392571667,13.036108333,33.2,2022-12-09T15:37:45.000Z,19.30306625366211,21.611469268798828,23.10497188568115,130.5468978881836,152.3984832763672,153.88345336914062,154.0697784423828,154.11241149902344,17.0,36.0,41.0,2433.0,790.0,239.0,32.0,4.0,1.0,13.5,24.0,24.5,2055.0,600.5,138.0,18.0,1.0,0.0,672.0,864.0,480.0
180,52.392545,13.036141667,32.2,2022-12-09T15:37:48.000Z,19.37321281433105,21.65108871459961,23.10155010223389,131.12330627441406,152.99697875976562,154.4482192993164,154.6302261352539,154.67233276367188,15.0,34.0,37.0,2316.0,750.0,220.0,28.0,3.0,1.0,14.5,23.0,23.0,2212.5,639.0,126.5,9.5,0.0,0.0,544.0,768.0,480.0
181,52.392545,13.036141667,32.2,2022-12-09T15:37:51.000Z,19.247446060180664,21.49950218200684,22.92681121826172,130.3010025024414,152.01644134521484,153.44715881347656,153.62655639648438,153.66819763183594,15.0,32.5,36.0,2251.5,730.0,214.5,25.5,3.0,1.0,15.0,23.0,24.5,2253.0,653.5,134.0,8.0,2.0,0.0,672.0,960.0,800.0
182,52.392526667,13.036214999999999,34.3,2022-12-09T15:37:55.000Z,19.348496437072754,21.61476802825928,23.05254077911377,130.97882080078122,152.81178283691406,154.2524185180664,154.4330596923828,154.47496795654297,15.0,31.0,35.0,2187.0,710.0,209.0,23.0,3.0,1.0,15.5,24.5,25.5,2284.5,669.5,155.5,8.0,2.0,0.0,608.0,928.0,736.0
183,52.392531667,13.03625,36.0,2022-12-09T15:37:59.000Z,19.762022972106934,22.080049514770508,23.55268478393555,133.76947784423828,156.07395935058594,157.5487289428711,157.73365783691406,157.77651977539062,14.0,29.5,34.0,2095.5,681.5,198.0,21.0,4.0,1.0,18.0,25.5,28.0,2418.0,705.0,166.0,8.0,4.0,0.0,576.0,800.0,480.0
184,52.392546667,13.036271667000001,33.6,2022-12-09T15:38:02.000Z,20.04209899902344,22.396526336669922,23.894450187683105,135.6560134887695,158.28182983398438,159.78105926513672,159.9690704345703,160.0125961303711,13.5,31.5,34.0,2067.0,670.5,201.0,27.0,3.5,0.5,16.5,23.5,26.5,2341.5,666.5,165.0,6.0,4.0,0.0,544.0,896.0,672.0
185,52.392546667,13.036313332999999,34.1,2022-12-09T15:38:06.000Z,20.37062263488769,22.77825450897217,24.318942070007324,137.84133911132812,160.8595428466797,162.3980484008789,162.59102630615234,162.63551330566406,14.5,33.0,36.0,2125.5,687.0,214.0,31.0,3.0,0.0,16.0,21.5,25.5,2275.5,654.0,163.5,6.0,4.0,0.0,672.0,896.0,576.0
186,52.392546667,13.036325,35.8,2022-12-09T15:38:09.000Z,20.48972511291504,22.91065311431885,24.45937538146973,138.6493148803711,161.80094146728516,163.34767150878906,163.5416717529297,163.58641815185547,14.0,32.5,34.0,2037.0,661.0,202.0,32.0,2.0,0.0,15.5,23.0,26.5,2244.0,639.5,167.5,6.0,4.0,2.0,640.0,960.0,832.0
187,52.392546667,13.036325,35.8,2022-12-09T15:38:12.000Z,20.40003776550293,22.80379867553711,24.337556838989254,138.05963134765622,161.10025024414062,162.63359832763672,162.8259048461914,162.8703384399414,15.0,35.0,37.5,2160.0,699.5,210.5,38.5,2.0,0.0,15.5,26.0,30.5,2346.0,676.0,181.5,13.0,5.0,2.0,640.0,864.0,448.0
188,52.39257,13.036381667,37.2,2022-12-09T15:38:16.000Z,20.221713066101074,22.57258129119873,24.053224563598636,136.9363784790039,159.7286376953125,161.21651458740234,161.40303802490234,161.446533203125,15.0,38.0,40.5,2232.0,721.0,228.5,46.0,2.5,0.0,17.0,29.0,31.5,2374.5,696.0,191.0,17.0,4.0,2.0,640.0,800.0,768.0
189,52.392565000000005,13.036441667,34.3,2022-12-09T15:38:20.000Z,19.92659091949463,22.21634578704834,23.64199733734131,135.00814056396484,157.42829132080078,158.86750030517578,159.0478515625,159.09024810791016,17.0,39.0,41.0,2343.0,760.0,227.0,44.0,3.0,0.0,16.5,29.5,31.5,2428.5,705.0,181.0,21.0,4.0,0.0,576.0,832.0,576.0
190,52.392571667,13.036483333,33.3,2022-12-09T15:38:24.000Z,19.75736904144287,22.015639305114746,23.41419887542725,133.89315795898438,156.10519409179688,157.52007293701172,157.69735717773438,157.7391815185547,17.0,38.5,41.0,2350.5,761.0,234.5,42.0,3.0,0.0,17.5,28.0,31.0,2463.0,714.5,179.0,15.0,4.0,0.0,608.0,864.0,800.0
191,52.392571667,13.036483333,33.3,2022-12-09T15:38:27.000Z,19.798224449157715,22.057578086853027,23.45455455780029,134.17942810058594,156.43212127685547,157.84630584716797,158.02349853515625,158.06533813476562,17.0,38.0,41.0,2358.0,762.0,242.0,40.0,3.0,0.0,16.0,26.0,29.5,2463.0,700.5,160.0,14.0,4.0,0.0,576.0,864.0,544.0
192,52.392566667,13.036575,32.5,2022-12-09T15:38:30.000Z,19.84841537475586,22.109506607055664,23.505056381225586,134.53005981445312,156.83326721191406,158.24705505371094,158.4241714477539,158.46604919433594,15.0,36.5,39.5,2265.0,736.0,240.5,33.0,3.0,0.0,16.5,24.5,27.5,2415.0,689.5,166.0,9.0,4.0,0.0,544.0,832.0,608.0
193,52.392561666999995,13.03663,33.3,2022-12-09T15:38:34.000Z,19.92654323577881,22.21584224700928,23.64093017578125,135.00899505615234,157.42845153808594,158.8671875,159.04749298095703,159.0898666381836,16.0,36.0,39.0,2301.0,745.0,236.5,30.0,3.0,0.5,15.0,22.0,26.5,2277.0,644.0,147.0,8.0,6.0,2.0,608.0,832.0,576.0
194,52.392540000000004,13.036703333,31.9,2022-12-09T15:38:38.000Z,19.612449645996094,21.894855499267575,23.33383846282959,132.80439758300778,154.9134292602539,156.3588638305664,156.54007720947266,156.58229064941406,15.0,35.0,39.0,2275.5,741.5,243.0,28.0,4.0,1.0,15.0,25.0,28.0,2262.0,665.5,161.0,12.5,4.0,2.0,576.0,928.0,672.0
195,52.3925,13.036743332999999,31.1,2022-12-09T15:38:42.000Z,19.56485366821289,21.85042095184326,23.2967529296875,132.45928192138672,154.5274887084961,155.97816467285156,156.1600570678711,156.20232391357422,15.5,34.5,37.0,2248.5,730.5,236.0,25.0,3.0,1.0,14.5,28.5,34.5,2226.0,661.0,185.5,22.0,8.0,2.0,544.0,896.0,704.0
196,52.392478333,13.036763333,32.3,2022-12-09T15:38:45.000Z,19.71780300140381,22.03426074981689,23.50811290740967,133.46064758300778,155.72055053710938,157.19566345214844,157.38065338134766,157.42347717285156,15.0,33.5,36.0,2143.5,694.0,231.5,29.0,3.0,1.0,14.5,31.0,34.0,2205.0,660.5,199.0,24.0,4.0,0.0,576.0,800.0,576.0
197,52.392468333000004,13.036775,32.4,2022-12-09T15:38:48.000Z,19.782865524291992,22.108445167541504,23.589006423950195,133.89715576171878,156.2326889038086,157.71414947509766,157.89994049072266,157.94293212890625,15.0,35.5,38.5,2278.5,734.5,232.5,33.0,3.0,1.0,15.0,28.0,33.0,2271.0,677.0,202.0,20.5,6.0,0.0,576.0,864.0,480.0
198,52.39246,13.036776667,37.8,2022-12-09T15:38:52.000Z,19.61072540283203,21.91368770599365,23.37839698791504,132.73829650878906,154.87596130371094,156.3421401977539,156.5260009765625,156.56857299804688,15.0,37.5,42.0,2355.0,762.0,242.0,40.0,6.0,2.0,16.0,26.5,28.5,2283.0,679.0,178.0,13.0,3.0,0.0,576.0,896.0,672.0
199,52.392436667,13.0368,38.5,2022-12-09T15:38:56.000Z,19.209267616271973,21.451401710510254,22.869086265563965,130.05684661865234,151.7211685180664,153.1435775756836,153.32191467285156,153.36337280273438,16.0,37.0,41.5,2368.5,764.5,237.5,40.0,5.5,1.5,16.5,25.0,26.0,2286.0,681.5,175.0,11.0,2.0,0.0,544.0,928.0,480.0
200,52.39242,13.036814999999999,41.0,2022-12-09T15:38:59.000Z,19.083419799804688,21.30973052978516,22.716707229614254,129.2077713012695,150.72848510742188,152.1404266357422,152.31744384765625,152.3586196899414,17.0,37.0,41.0,2382.0,767.0,233.0,40.0,5.0,1.0,18.0,25.5,27.5,2488.5,739.0,176.5,7.0,2.0,0.0,512.0,832.0,384.0
201,52.3924,13.036828332999999,40.9,2022-12-09T15:39:03.000Z,19.157994270324707,21.40804672241211,22.839255332946774,129.67325592041016,151.30022430419922,152.7328109741211,152.91246795654297,152.95406341552734,17.0,36.0,40.0,2331.0,750.0,224.0,40.0,4.0,1.0,18.0,25.5,27.5,2493.0,737.5,168.5,7.0,2.0,1.0,544.0,864.0,448.0
202,52.3924,13.036828332999999,40.9,2022-12-09T15:39:06.000Z,18.93112277984619,21.168314933776852,22.59974002838135,128.10152053833008,149.49267578125,150.9221649169922,151.10145568847656,151.1427993774414,16.0,35.5,39.0,2316.0,744.0,214.5,39.0,4.0,1.0,17.5,29.0,35.0,2424.0,717.5,199.0,15.0,6.0,4.0,640.0,928.0,704.0
203,52.392365000000005,13.036866667,38.9,2022-12-09T15:39:10.000Z,18.682003021240234,20.87266731262207,22.263976097106934,126.46057510375977,147.54509735107422,148.9385757446289,149.11331176757812,149.15382385253906,15.0,35.0,38.0,2301.0,738.0,205.0,38.0,4.0,1.0,15.0,30.5,38.5,2388.0,705.0,227.5,20.5,10.0,4.0,608.0,736.0,896.0
204,52.392365000000005,13.036896667,40.0,2022-12-09T15:39:14.000Z,18.706106185913086,20.8836669921875,22.25693416595459,126.66548919677734,147.7537384033203,149.1330108642578,149.30592346191406,149.34620666503906,17.0,35.0,38.0,2325.0,751.0,197.0,36.0,4.0,1.0,15.0,30.0,36.5,2406.0,698.0,216.0,18.0,9.0,2.0,576.0,896.0,608.0
205,52.392351667,13.036926667000001,38.8,2022-12-09T15:39:18.000Z,19.046629905700684,21.238924026489254,22.60617160797119,129.03658294677734,150.4720458984375,151.85137176513672,152.02423095703125,152.06481170654297,17.5,35.0,37.5,2347.5,758.5,194.0,36.0,3.5,1.0,16.0,29.5,38.0,2499.0,739.5,215.5,19.0,12.0,2.0,544.0,960.0,512.0
206,52.39235,13.036936667,39.3,2022-12-09T15:39:21.000Z,19.67820930480957,21.928282737731934,23.322299003601074,133.35447692871094,155.47876739501953,156.88883209228516,157.06552124023438,157.107177734375,18.0,35.0,37.0,2370.0,766.0,191.0,36.0,3.0,1.0,17.0,30.0,40.0,2608.5,764.0,215.5,21.0,14.0,2.0,576.0,800.0,608.0
207,52.39235,13.036936667,39.3,2022-12-09T15:39:24.000Z,20.179269790649414,22.490306854248047,23.92437744140625,136.74043273925778,159.43346405029297,160.88312530517578,161.06478118896484,161.10758209228516,18.0,35.5,38.0,2412.0,781.5,208.5,29.0,3.0,1.0,16.5,27.0,35.5,2454.0,707.5,191.0,18.0,12.0,2.0,608.0,992.0,736.0
208,52.392276667,13.03703,35.2,2022-12-09T15:39:28.000Z,20.38152313232422,22.72961235046387,24.19535827636719,138.07452392578122,161.0154800415039,162.49364471435547,162.67890167236328,162.72235870361328,17.5,33.5,36.0,2266.5,737.5,198.0,25.0,3.0,1.0,16.0,25.0,33.5,2361.0,674.0,186.0,14.0,10.0,2.0,544.0,832.0,448.0
209,52.392256667,13.037071667000001,29.4,2022-12-09T15:39:31.000Z,20.19158172607422,22.5275993347168,23.99190330505371,136.7620620727539,159.50366973876953,160.97792053222656,161.16270446777344,161.2059326171875,16.5,32.5,33.5,2154.0,697.0,192.5,22.0,0.0,0.0,15.0,24.0,31.0,2290.5,646.0,180.0,13.0,9.0,1.0,544.0,832.0,480.0
210,52.392241667,13.037118332999999,28.6,2022-12-09T15:39:35.000Z,19.765687942504886,22.075502395629886,23.537646293640137,133.81693267822266,156.11282348632812,157.5791778564453,157.7630386352539,157.80574798583984,15.5,34.5,36.0,2152.5,700.5,208.0,25.0,1.5,0.0,14.0,23.5,27.0,2239.5,623.0,179.0,10.0,4.0,0.0,608.0,832.0,608.0
211,52.392228333,13.037153333,29.4,2022-12-09T15:39:39.000Z,19.71315288543701,22.0352783203125,23.516511917114254,133.41289520263672,155.67669677734375,157.15770721435547,157.34344482421875,157.38636779785156,14.0,34.5,37.0,2082.0,679.0,223.0,25.0,3.0,0.0,14.0,22.0,25.5,2199.0,616.0,167.0,6.0,2.0,0.0,512.0,864.0,448.0
212,52.39222,13.037158332999999,30.2,2022-12-09T15:39:42.000Z,19.79500675201416,22.157609939575195,23.68340969085693,133.88603973388672,156.28768157958984,157.80585479736328,157.99633026123047,158.03997039794922,13.0,33.0,36.5,2026.5,658.0,207.0,26.0,4.0,1.0,13.5,23.0,26.0,2221.5,620.0,164.5,7.0,3.0,0.0,512.0,768.0,704.0
213,52.39222,13.037158332999999,30.2,2022-12-09T15:39:45.000Z,19.76133918762207,22.133463859558105,23.67352104187012,133.62284851074222,156.00633239746094,157.53553009033203,157.7274169921875,157.7712173461914,13.0,34.0,38.0,2079.0,671.0,204.0,32.0,5.0,1.0,14.5,22.0,26.0,2332.5,656.5,158.5,7.0,3.0,0.0,544.0,672.0,448.0
214,52.392166667,13.037178333,31.1,2022-12-09T15:39:49.000Z,19.831398963928226,22.208802223205566,23.750428199768066,134.10477447509766,156.56299591064453,158.094482421875,158.28665161132812,158.3305435180664,13.0,34.0,38.5,2056.5,663.5,199.5,31.0,5.0,1.0,15.0,23.5,30.0,2422.5,682.5,175.5,12.0,8.0,0.0,576.0,800.0,416.0
215,52.392146667,13.037163332999999,33.3,2022-12-09T15:39:53.000Z,19.73665332794189,22.11107444763184,23.6557674407959,133.4421310424805,155.80538940429688,157.33798217773438,157.5302963256836,157.57413482666016,13.0,33.0,36.5,2034.0,656.0,195.0,30.0,5.0,1.0,15.0,25.0,32.5,2473.5,696.0,195.0,12.0,10.0,0.0,480.0,864.0,768.0
216,52.392146667,13.037165,32.9,2022-12-09T15:39:56.000Z,19.60235595703125,22.01063346862793,23.607097625732425,132.40304565429688,154.6877899169922,156.26023864746094,156.45767211914062,156.5020751953125,13.0,34.0,37.0,2121.0,689.0,203.0,28.0,5.0,1.0,16.0,26.0,35.5,2487.0,708.5,205.0,14.0,13.0,1.0,576.0,800.0,1184.0
217,52.392145,13.037166667000001,32.9,2022-12-09T15:40:00.000Z,19.455047607421875,21.874879837036133,23.496273040771484,131.33033752441406,153.49127197265625,155.08173370361328,155.281494140625,155.3260726928711,13.0,33.0,36.5,2077.5,674.5,201.5,25.5,5.0,1.0,14.5,25.5,31.5,2302.5,670.5,178.0,11.0,8.0,2.0,576.0,864.0,1408.0
218,52.392145,13.037166667000001,32.9,2022-12-09T15:40:03.000Z,19.5292911529541,21.97268486022949,23.618115425109863,131.79396057128906,154.06056213378906,155.67150115966797,155.87387084960938,155.9188690185547,13.0,32.0,36.0,2034.0,660.0,200.0,23.0,5.0,1.0,14.5,24.5,29.0,2284.5,663.5,158.0,9.0,5.0,2.0,576.0,960.0,960.0
219,52.392145,13.03717,32.8,2022-12-09T15:40:07.000Z,19.726045608520508,22.20334815979004,23.87692165374756,133.0974197387695,155.60202026367188,157.23853302001953,157.4441375732422,157.48976135253906,14.0,31.0,35.0,2091.0,679.0,197.0,20.0,5.0,1.0,14.5,25.0,29.0,2350.5,669.0,157.5,9.0,5.0,1.0,640.0,928.0,608.0
220,52.392121667,13.037163332999999,32.5,2022-12-09T15:40:11.000Z,20.04785442352295,22.54833221435547,24.22774410247803,135.3139419555664,158.16030883789062,159.8061752319336,160.0129165649414,160.05897521972656,14.0,31.0,33.5,2079.0,674.0,197.5,17.5,3.5,1.0,15.5,25.5,28.0,2506.5,692.0,171.5,8.0,2.0,0.0,576.0,832.0,544.0
221,52.392103333,13.037161667000001,32.0,2022-12-09T15:40:14.000Z,20.29579257965088,22.770294189453125,24.399600982666016,137.13655853271484,160.18167877197266,161.7906723022461,161.99266815185547,162.0383071899414,14.0,32.0,33.0,2067.0,669.0,198.0,15.0,2.0,1.0,19.0,30.0,31.5,2805.0,785.5,194.0,9.0,1.0,0.0,608.0,960.0,864.0
222,52.392093333000005,13.037156667,34.1,2022-12-09T15:40:18.000Z,20.251107215881348,22.668681144714355,24.230299949646,136.96954345703122,159.88812255859375,161.44182586669922,161.63675689697266,161.68140411376953,13.0,32.0,34.0,2016.0,648.0,198.0,19.0,2.0,1.0,18.0,30.0,32.0,2616.0,751.0,207.5,16.0,1.0,0.0,544.0,864.0,576.0
223,52.392086667,13.037158332999999,37.2,2022-12-09T15:40:21.000Z,20.286091804504395,22.65345668792725,24.15003681182861,137.34870147705078,160.226806640625,161.72847747802734,161.91676330566406,161.9605484008789,13.0,31.0,33.5,2007.0,645.0,191.5,20.0,2.5,1.0,18.0,31.0,33.0,2634.0,769.5,192.5,17.0,3.0,0.0,640.0,768.0,928.0
224,52.392066666999995,13.037158332999999,40.0,2022-12-09T15:40:25.000Z,20.142247200012207,22.42124557495117,23.81806468963623,136.5624008178711,159.1728744506836,160.59192657470703,160.7696762084961,160.81190490722656,13.0,30.0,33.0,1998.0,642.0,185.0,21.0,3.0,1.0,17.0,29.0,32.5,2515.5,728.0,181.0,18.0,4.0,0.0,416.0,928.0,864.0
225,52.392058333,13.037163332999999,41.2,2022-12-09T15:40:29.000Z,20.13128089904785,22.36249256134033,23.700578689575195,136.61005401611328,159.1396942138672,160.51114654541016,160.68282318115234,160.7242202758789,14.0,30.0,32.0,1989.0,637.0,185.0,18.0,2.0,0.0,16.0,29.0,33.5,2406.0,704.5,191.0,23.0,6.0,0.0,608.0,896.0,1280.0
226,52.392055,13.037166667000001,41.5,2022-12-09T15:40:32.000Z,20.19617176055908,22.38959312438965,23.675981521606445,137.16829681396484,159.7043228149414,161.03495025634766,161.20140075683594,161.24215698242188,14.0,29.5,30.5,1968.0,633.0,178.5,18.0,2.0,0.0,16.0,30.0,34.0,2440.5,711.0,170.5,27.5,7.0,0.0,576.0,960.0,480.0
