Date,atmotube_VOC[ppm],atmotube_AQS,atmotube_Temperature[˚C],atmotube_Humidity[%],atmotube_Pressure[hPa],atmotube_PM1[µg/m³],atmotube_PM2.5[µg/m³],atmotube_PM10[µg/m³],atmotube_Latitude,atmotube_Longitude
2022-11-18 16:27:00,0.878,63,0,63,1007.72,17.0,19.0,20.0,,
2022-11-18 16:26:00,0.923,62,0,62,1007.67,17.0,19.0,20.0,,
2022-11-18 16:25:00,0.970,61,0,61,1007.64,17.0,19.0,20.0,,
2022-11-18 16:24:00,1.018,61,0,61,1007.62,17.0,19.0,20.0,,
2022-11-18 16:23:00,1.067,60,0,60,1007.6,17.0,19.0,20.0,,
2022-11-18 16:22:00,1.118,59,0,61,1007.54,18.0,20.0,21.0,,
2022-11-18 16:21:00,1.171,58,0,61,1007.53,8.0,10.0,12.0,,
2022-11-18 16:20:00,1.226,57,0,61,1006.61,5.0,7.0,8.0,,
2022-11-18 16:19:00,1.282,56,0,57,1005.93,5.0,7.0,8.0,,
2022-11-18 16:18:00,1.340,55,1,53,1005.58,5.0,7.0,8.0,,
2022-11-18 16:17:00,1.399,54,3,48,1005.51,5.0,7.0,8.0,,
2022-11-18 16:16:00,1.460,53,5,43,1006.11,5.0,7.0,8.0,,
2022-11-18 16:15:00,1.522,52,9,33,1006.39,5.0,7.0,8.0,,
2022-11-18 16:14:00,1.581,51,15,26,1006.63,5.0,7.0,8.0,,
2022-11-18 16:13:00,1.624,50,17,32,1006.67,5.0,7.0,8.0,,
2022-11-18 16:12:00,1.640,50,18,40,1006.34,5.0,7.0,8.0,,
2022-11-18 16:11:00,1.636,50,18,45,1006.24,5.0,7.0,8.0,,
2022-11-18 16:10:00,1.629,50,18,45,1006.26,5.0,7.0,8.0,,
2022-11-18 16:09:00,1.627,50,18,45,1006.25,5.0,7.0,8.0,,
2022-11-18 16:08:00,1.632,50,18,46,1006.26,5.0,7.0,8.0,,
2022-11-18 16:07:00,1.648,50,18,46,1006.26,5.0,7.0,8.0,,
2022-11-18 16:06:00,1.057,60,17,48,1006.2,6.0,8.0,9.0,,
2022-11-18 16:05:00,1.138,58,17,49,1006.2,6.0,7.0,8.0,,
2022-11-18 16:04:00,1.248,57,17,49,1006.2,6.0,7.0,9.0,,
2022-11-18 16:03:00,1.386,54,17,49,1006.1,4.0,5.0,6.0,,
2022-11-18 16:02:00,1.778,47,17,51,1006.06,4.0,5.0,6.0,,
2022-11-18 16:01:00,1.820,47,17,51,1006.07,4.0,5.0,6.0,,
2022-11-18 16:00:00,1.810,47,17,46,1006.11,6.0,7.0,8.0,,
