Date,atmotube_VOC[ppm],atmotube_AQS,atmotube_Temperature[˚C],atmotube_Humidity[%],atmotube_Pressure[hPa],atmotube_PM1[µg/m³],atmotube_PM2.5[µg/m³],atmotube_PM10[µg/m³],atmotube_Latitude,atmotube_Longitude
2022-12-09 17:16:00,0.162,82,-1,100,1004.8,13.0,16.0,18.0,,
2022-12-09 17:15:00,0.127,74,-2,90,1004.8,20.0,25.0,29.0,,
2022-12-09 17:14:00,0.128,75,-2,94,1004.8,19.0,24.0,27.0,,
2022-12-09 17:13:00,0.129,76,-2,94,1004.8,19.0,25.0,32.0,,
2022-12-09 17:12:00,0.132,59,-2,94,1004.7,19.0,46.0,76.0,,
2022-12-09 17:11:00,0.130,51,-3,95,1004.7,46.0,55.0,61.0,,
2022-12-09 17:10:00,0.128,75,-3,94,1004.8,19.0,24.0,28.0,,
2022-12-09 17:09:00,0.130,69,-3,96,1004.8,26.0,35.0,45.0,,
2022-12-09 17:08:00,0.132,74,-3,93,1005.7,21.0,26.0,29.0,,
2022-12-09 17:07:00,0.121,74,-2,89,1005.5,20.0,25.0,29.0,,
2022-12-09 17:06:00,0.123,74,-3,96,1005.5,20.0,25.0,30.0,,
2022-12-09 17:05:00,0.121,75,-3,95,1005.7,20.0,25.0,30.0,,
2022-12-09 17:04:00,0.126,74,-3,93,1005.6,21.0,26.0,30.0,,
2022-12-09 17:03:00,0.134,74,-3,92,1005.5,21.0,25.0,29.0,,
2022-12-09 17:02:00,0.135,73,-3,93,1005.5,22.0,27.0,31.0,,
2022-12-09 17:01:00,0.133,73,-3,94,1005.5,21.0,25.0,29.0,,
2022-12-09 17:00:00,0.136,73,-3,95,1005.5,22.0,27.0,31.0,,
2022-12-09 16:59:00,0.133,73,-3,94,1005.5,22.0,27.0,31.0,,
2022-12-09 16:58:00,0.134,73,-3,93,1005.5,21.0,26.0,30.0,,
2022-12-09 16:57:00,0.138,73,-3,93,1005.6,22.0,26.0,30.0,,
2022-12-09 16:56:00,0.135,73,-3,93,1005.5,21.0,26.0,30.0,,
2022-12-09 16:55:00,0.141,74,-3,92,1005.5,20.0,25.0,29.0,,
2022-12-09 16:54:00,0.131,73,-3,92,1005.5,21.0,26.0,30.0,,
2022-12-09 16:53:00,0.107,74,-3,93,1005.5,21.0,25.0,30.0,,
2022-12-09 16:52:00,0.107,74,-3,93,1005.5,21.0,25.0,29.0,,
2022-12-09 16:51:00,0.110,75,-4,99,1005.5,20.0,24.0,28.0,,
2022-12-09 16:50:00,0.114,76,-4,100,1005.4,18.0,23.0,26.0,,
2022-12-09 16:49:00,0.114,75,-3,92,1005.5,20.0,24.0,27.0,,
2022-12-09 16:48:00,0.114,74,-3,92,1005.5,21.0,25.0,29.0,,
2022-12-09 16:47:00,0.119,74,-3,93,1005.7,20.0,25.0,28.0,,
2022-12-09 16:46:00,0.119,75,-3,93,1005.7,19.0,23.0,27.0,,
2022-12-09 16:45:00,0.122,76,-3,92,1005.6,18.0,23.0,25.0,,
2022-12-09 16:44:00,0.124,77,-3,92,1005.4,17.0,21.0,24.0,,
2022-12-09 16:43:00,0.129,75,-3,92,1005.5,19.0,24.0,27.0,,
2022-12-09 16:42:00,0.131,77,-4,100,1005.6,18.0,22.0,25.0,,
2022-12-09 16:41:00,0.139,75,-3,92,1005.6,19.0,24.0,27.0,,
2022-12-09 16:40:00,0.146,77,-3,93,1005.5,18.0,22.0,25.0,,
2022-12-09 16:39:00,0.151,76,-2,86,1005.5,19.0,23.0,26.0,,
2022-12-09 16:38:00,0.158,76,-2,85,1005.5,19.0,23.0,25.0,,
2022-12-09 16:37:00,0.167,76,-2,86,1005.4,19.0,22.0,25.0,,
2022-12-09 16:36:00,0.169,76,-2,87,1005.5,19.0,22.0,26.0,,
2022-12-09 16:35:00,0.167,76,-2,86,1005.5,18.0,22.0,24.0,,
2022-12-09 16:34:00,0.178,75,-2,88,1005.5,19.0,22.0,25.0,,
2022-12-09 16:33:00,0.180,75,-1,81,1005.5,20.0,23.0,26.0,,
2022-12-09 16:32:00,0.176,76,-2,87,1005.5,18.0,22.0,25.0,,
2022-12-09 16:31:00,0.193,76,-1,81,1005.4,18.0,22.0,25.0,,
2022-12-09 16:30:00,0.202,74,-1,81,1005.5,20.0,24.0,27.0,,
2022-12-09 16:29:00,0.212,76,0,77,1005.4,19.0,23.0,26.0,,
2022-12-09 16:28:00,0.208,76,0,76,1005.5,18.0,22.0,25.0,,
2022-12-09 16:27:00,0.218,77,0,79,1005.5,18.0,25.0,31.0,,
2022-12-09 16:26:00,0.246,60,0,81,1005.37,25.0,48.0,73.0,52.394982496980454,13.040503776453988
2022-12-09 16:25:00,1.149,52,-1,0,1005.43,41.0,66.0,93.0,,
2022-12-09 16:24:00,1.197,57,-1,0,1005.39,28.0,37.0,46.0,,
2022-12-09 16:23:00,1.247,57,-1,0,1005.36,15.0,18.0,20.0,,
2022-12-09 16:22:00,1.299,56,-1,0,1005.28,16.0,19.0,21.0,,
2022-12-09 16:21:00,1.354,55,-1,0,1005.27,18.0,21.0,24.0,,
2022-12-09 16:20:00,1.411,54,-1,0,1005.3,13.0,16.0,18.0,,
2022-12-09 16:19:00,1.471,53,-10,2,1005.28,11.0,14.0,15.0,,
2022-12-09 16:18:00,1.533,52,0,73,1004.97,11.0,14.0,15.0,,
2022-12-09 16:17:00,1.597,50,1,67,1004.02,11.0,13.0,15.0,,
2022-12-09 16:16:00,1.663,49,3,60,1003.41,10.0,12.0,13.0,,
2022-12-09 16:15:00,1.728,48,4,56,1003.08,10.0,13.0,14.0,,
2022-12-09 16:14:00,1.792,47,5,51,1003.7,11.0,13.0,14.0,,
2022-12-09 16:13:00,1.847,46,9,42,1004.2,9.0,11.0,12.0,,
2022-12-09 16:12:00,1.882,46,15,36,1004.4,8.0,10.0,11.0,,
2022-12-09 16:11:00,1.894,45,16,48,1003.87,3.0,4.0,5.0,,
2022-12-09 16:10:00,1.888,45,16,49,1003.94,2.0,4.0,5.0,,
2022-12-09 16:09:00,1.882,46,16,50,1003.91,2.0,4.0,5.0,,
2022-12-09 16:08:00,1.878,46,16,50,1003.91,2.0,4.0,5.0,,
2022-12-09 16:07:00,1.876,46,16,50,1003.9,2.0,4.0,5.0,,
2022-12-09 16:06:00,1.873,46,16,50,1003.88,2.0,4.0,5.0,,
2022-12-09 16:05:00,1.871,46,16,50,1003.89,2.0,4.0,5.0,,
2022-12-09 16:04:00,1.868,46,16,50,1003.86,2.0,3.0,4.0,,
2022-12-09 16:03:00,1.865,46,15,50,1003.83,2.0,3.0,4.0,,
2022-12-09 16:02:00,1.862,46,15,53,1003.81,2.0,3.0,4.0,,
2022-12-09 16:01:00,1.859,46,15,53,1003.82,2.0,3.0,4.0,,
2022-12-09 16:00:00,1.857,46,15,53,1003.82,2.0,3.0,4.0,,
