LogID,lat,lon,alt,time,SPS_PM1,SPS_PM2.5,SPS_PM10,SPS_nc0.5,SPS_nc1,SPS_nc2.5,SPS_nc4,SPS_nc10,5003_PM1,5003_PM2.5,5003_PM10,5003_nc0.3,5003_nc0.5,5003_nc1,5003_nc2.5,5003_nc5,5003_nc10,7003_PM1,7003_PM2.5,7003_PM10,7003_nc0.3,7003_nc0.5,7003_nc1,7003_nc2.5,7003_nc5,7003_nc10,Temperature,Relative_Humidity,Pressure,CO,NH3,NO2
0,n/a,n/a,n/a,n/a,8.317474365234375,13.21762752532959,18.725056648254395,46.01488494873047,61.18108940124512,65.7486457824707,66.33056640625,66.41679763793945,17.0,31.0,33.5,2820.0,909.0,203.0,30.0,4.5,2.0,17.0,24.0,28.0,2857.5,800.5,134.5,9.0,6.0,2.0,16.05705078125,66.62160119559019,1005.0472316925157,768.0,864.0,480.0
1,n/a,n/a,n/a,n/a,9.531979084014893,10.975449562072754,12.091012001037598,63.66925239562988,74.90669250488281,75.94527816772461,76.07627868652344,76.10260391235352,17.0,31.0,34.0,2805.0,904.0,205.0,32.0,5.0,2.0,15.5,23.5,26.5,2860.5,798.5,141.0,10.0,5.0,2.0,16.1071484375,66.38863873783181,1005.0599017487532,736.0,800.0,384.0
2,n/a,n/a,n/a,2022-11-04T15:53:55.000Z,14.412155628204346,15.622329235076904,16.09810161590576,98.81508255004883,114.37414932250977,114.96661758422852,115.03978729248047,115.06269836425781,16.0,31.0,34.0,2799.0,900.0,203.0,30.0,5.0,2.0,16.5,22.0,22.5,2880.0,813.0,130.5,3.0,1.0,0.0,16.05294921875,66.25903366732433,1005.0647234416552,800.0,832.0,416.0
3,52.394638333,13.040583333,n/a,2022-11-04T15:54:45.000Z,14.484006404876709,15.704352378845215,16.187644004821777,99.29687118530273,114.9395980834961,115.5391845703125,115.61325073242188,115.6363525390625,16.5,30.5,33.5,2796.0,902.0,196.5,30.0,5.0,2.0,16.0,20.5,21.5,2892.0,811.0,125.0,2.0,2.0,0.0,16.0430859375,66.14256628063517,1005.0594394948448,800.0,896.0,480.0
4,52.394638333,13.040583333,26.2,2022-11-04T15:54:46.000Z,13.782717227935791,14.798367023468018,15.07692575454712,94.87073135375977,109.54167175292969,109.96578598022461,110.0175666809082,110.0370101928711,17.0,30.0,33.0,2793.0,904.0,190.0,30.0,5.0,2.0,16.5,21.5,24.5,2944.5,835.5,174.5,6.0,4.0,0.0,15.65470703125,67.84386467407353,1005.0513809862475,800.0,896.0,576.0
5,52.394638333,13.040581667,26.3,2022-11-04T15:54:49.000Z,13.682345867156982,14.696228981018066,14.979773044586182,94.16508865356445,108.73747634887695,109.16416931152344,109.21629333496094,109.2356948852539,17.0,30.0,33.0,2880.0,927.0,182.0,30.0,4.0,2.0,16.5,21.5,26.0,2815.5,796.5,177.0,10.0,6.0,0.0,15.35216796875,68.09077240367807,1005.0448584917035,736.0,864.0,416.0
6,52.394638333,13.040581667,26.3,2022-11-04T15:54:52.000Z,13.554700374603271,14.563581466674805,14.850028038024902,93.27492141723633,107.71792984008789,108.1451187133789,108.19733047485352,108.21662902832031,17.0,29.5,33.0,2839.5,914.5,177.0,28.0,4.5,2.5,15.5,20.5,26.5,2818.5,787.5,166.5,14.0,8.0,0.0,15.1473828125,68.27941868848282,1005.0404963615233,704.0,864.0,384.0
7,52.394638333,13.040581667,26.3,2022-11-04T15:54:52.000Z,13.44796085357666,14.441906452178955,14.717391014099121,92.55873107910156,106.8777084350586,107.29450607299805,107.34540557861328,107.36443328857422,17.0,29.0,33.0,2799.0,902.0,172.0,26.0,5.0,3.0,17.0,22.0,26.0,2952.0,834.0,155.5,12.0,6.0,0.0,14.93986328125,68.46118642654845,1005.034804394715,736.0,832.0,352.0
8,52.394638333,13.040581667,26.3,2022-11-04T15:54:59.000Z,13.650358200073242,14.644089698791504,14.904825687408447,93.99154281616211,108.50368881225586,108.91149520874023,108.96121978759766,108.98026657104492,17.0,30.0,33.0,2766.0,897.0,176.0,26.0,5.0,3.0,17.5,22.0,26.0,2986.5,846.0,154.5,10.0,6.0,0.0,14.711640625000001,68.67993335728501,1005.0324903570572,832.0,896.0,384.0
9,52.394638333,13.040581667,26.3,2022-11-04T15:55:02.000Z,13.715214729309082,14.702077865600586,14.949613571166992,94.46850967407227,109.03253173828125,109.43062973022461,109.47909927368164,109.49803161621094,17.0,30.0,33.0,2785.5,902.5,183.5,24.0,4.5,3.0,16.0,20.0,23.0,2953.5,836.0,137.5,8.0,4.0,0.0,14.489863281249999,69.02622410440509,1005.0455074218125,800.0,960.0,416.0
