Date,atmotube_VOC[ppm],atmotube_AQS,atmotube_Temperature[˚C],atmotube_Humidity[%],atmotube_Pressure[hPa],atmotube_PM1[µg/m³],atmotube_PM2.5[µg/m³],atmotube_PM10[µg/m³],atmotube_Latitude,atmotube_Longitude
2022-11-11 16:24:00,1.239,57,,,1026.54,1.0,2.0,3.0,,
2022-11-11 16:23:00,1.245,57,,,1026.58,1.0,2.0,3.0,,
2022-11-11 16:22:00,1.251,56,,,1026.58,1.0,2.0,3.0,,
2022-11-11 16:21:00,1.258,56,,,1026.58,1.0,2.0,3.0,,
2022-11-11 16:20:00,1.266,56,,,1026.6,1.0,2.0,3.0,,
2022-11-11 16:19:00,1.273,56,,,1026.59,1.0,2.0,4.0,,
2022-11-11 16:18:00,1.280,56,,,1026.57,1.0,3.0,4.0,,
2022-11-11 16:17:00,1.285,56,,,1026.57,1.0,3.0,5.0,,
2022-11-11 16:16:00,1.290,56,,,1026.58,1.0,2.0,3.0,,
2022-11-11 16:15:00,1.296,56,,,1026.6,1.0,3.0,3.0,,
2022-11-11 16:14:00,1.302,56,,,1026.59,1.0,2.0,3.0,,
2022-11-11 16:13:00,1.308,55,,,1026.59,1.0,2.0,3.0,,
2022-11-11 16:12:00,1.315,55,,,1026.56,1.0,2.0,3.0,,
2022-11-11 16:11:00,1.322,55,,,1026.54,1.0,3.0,3.0,,
2022-11-11 16:10:00,1.328,55,,,1026.55,1.0,2.0,3.0,,
2022-11-11 16:09:00,1.334,55,,,1026.58,1.0,3.0,4.0,,
2022-11-11 16:08:00,1.341,55,,,1026.58,1.0,3.0,4.0,,
2022-11-11 16:07:00,1.347,55,,,1026.58,1.0,2.0,3.0,,
2022-11-11 16:06:00,1.353,55,,,1026.59,1.0,2.0,3.0,,
2022-11-11 16:05:00,1.359,55,,,1026.55,1.0,2.0,3.0,,
2022-11-11 16:04:00,1.365,55,,,1026.51,1.0,2.0,3.0,,
2022-11-11 16:03:00,1.371,54,,,1026.49,1.0,3.0,4.0,,
2022-11-11 16:02:00,1.377,54,,,1026.48,1.0,2.0,3.0,,
2022-11-11 16:01:00,1.383,54,,,1026.47,1.0,2.0,3.0,,
2022-11-11 16:00:00,1.388,54,,,1026.46,1.0,2.0,3.0,,
