LogID,lat,lon,alt,time,SPS_PM1,SPS_PM2.5,SPS_PM10,SPS_nc0.5,SPS_nc1,SPS_nc2.5,SPS_nc4,SPS_nc10,5003_PM1,5003_PM2.5,5003_PM10,5003_nc0.3,5003_nc0.5,5003_nc1,5003_nc2.5,5003_nc5,5003_nc10,7003_PM1,7003_PM2.5,7003_PM10,7003_nc0.3,7003_nc0.5,7003_nc1,7003_nc2.5,7003_nc5,7003_nc10,Temperature,Relative_Humidity,Pressure,CO,NH3,NO2
0,,,,,2.2856301069259644,3.371508002281189,4.560294508934022,13.3280611038208,17.1118803024292,18.104877471923828,18.23130702972412,18.250473976135254,6.0,7.0,8.0,948.0,302.0,40.0,4.0,1.0,0.0,5.0,7.0,7.0,891.0,260.5,61.0,0.0,0.0,0.0,17.3813671875,59.72567690611982,1023.2118450539904,544.0,896.0,192.0
1,,,,,2.5429054498672485,2.9019126892089844,3.1670421361923218,17.053790092468258,20.01327419281006,20.26412010192871,20.295717239379886,20.302287101745605,6.0,7.0,8.0,957.0,304.0,42.0,4.0,1.0,0.0,5.5,7.0,7.5,922.5,268.0,62.5,1.0,0.0,0.0,17.415546875,59.42142967532664,1023.2243223280924,640.0,960.0,256.0
2,52.39478,13.040881667,,2022-11-10T15:57:57.000Z,3.479793906211853,3.803929090499878,3.9585816860198975,23.77503967285156,27.57878303527832,27.75395679473877,27.77572822570801,27.78181266784668,6.0,7.0,8.0,966.0,306.0,44.0,4.0,1.0,0.0,5.0,6.0,8.0,868.5,256.0,49.5,6.0,0.0,0.0,17.37775390625,59.2158624414114,1023.2317767602543,480.0,832.0,256.0
3,52.39478,13.040881667,65.5,2022-11-10T15:58:43.000Z,3.64068865776062,4.016808152198792,4.224687576293944,24.777353286743164,28.81144905090332,29.031928062438965,29.05945682525635,29.06646728515625,6.0,7.0,8.0,948.0,300.0,42.0,3.0,1.0,0.0,4.0,5.0,9.0,910.5,269.0,43.0,10.0,4.0,0.0,17.31720703125,59.121822608137954,1023.2290010655568,544.0,960.0,768.0
4,52.39478,13.040881667,65.5,2022-11-10T15:58:46.000Z,3.2507216930389404,3.5526169538497925,3.695966720581055,22.21230792999268,25.764328956604004,25.92706298828125,25.947284698486328,25.952954292297363,5.5,7.0,8.5,951.0,301.0,46.0,4.5,1.5,0.0,2.5,3.5,3.5,675.0,184.0,29.5,0.0,0.0,0.0,17.0251171875,61.87441119773783,1023.236760127624,704.0,832.0,1152.0
5,52.39478,13.040881667,65.5,2022-11-10T15:58:49.000Z,3.2316627502441406,3.543228030204773,3.699983477592468,22.05209445953369,25.60013484954834,25.773420333862305,25.79499244689941,25.800827980041504,5.0,7.0,9.0,954.0,302.0,50.0,6.0,2.0,0.0,3.0,4.0,4.0,691.5,191.5,31.0,0.0,0.0,0.0,16.80060546875,61.63706577649774,1023.2420589466514,736.0,992.0,544.0
6,52.39478,13.040881667,65.5,2022-11-10T15:58:52.000Z,3.2163995504379272,3.539673447608948,3.712103843688965,21.91339874267578,25.464085578918453,25.64980697631836,25.67297077178955,25.6790075302124,6.0,9.0,10.0,966.0,308.0,64.0,6.0,2.0,0.0,3.0,4.0,4.0,636.0,178.0,25.0,0.0,0.0,0.0,16.67111328125,61.432611725063715,1023.2380903252484,800.0,1088.0,608.0
7,52.39478,13.040881667,65.5,2022-11-10T15:58:55.000Z,3.279819130897522,3.618433356285095,3.8054307699203487,22.321977615356445,25.955878257751465,26.154277801513672,26.179049491882324,26.18536281585693,6.0,9.0,10.5,993.0,317.0,69.0,6.0,1.5,0.0,3.0,4.0,4.0,679.5,193.5,28.0,0.0,0.0,0.0,16.595234374999997,61.28399897314114,1023.2405348371087,736.0,960.0,320.0
8,52.394781667,13.040875,63.2,2022-11-10T15:58:57.000Z,3.426314353942871,3.792362093925476,4.003040432929994,23.286739349365234,27.101076126098636,27.32071876525879,27.34817695617676,27.354985237121586,6.0,9.0,11.0,1020.0,326.0,74.0,6.0,1.0,0.0,3.0,4.0,5.5,736.5,210.0,29.0,2.0,2.0,2.0,16.56701171875,61.151739030847686,1023.2453824646741,800.0,1120.0,320.0
9,52.394781667,13.040875,63.3,2022-11-10T15:59:01.000Z,3.541885018348694,3.934806108474731,4.170682191848755,24.034132957458496,27.998519897460934,28.24017810821533,28.27042961120605,28.27771854400635,6.0,10.0,11.0,1026.0,326.0,82.0,6.0,1.0,0.0,3.5,4.0,5.5,738.0,218.5,28.5,2.0,2.0,2.0,16.55939453125,60.97112948329594,1023.2460770385753,832.0,1152.0,288.0
