Date,atmotube_VOC[ppm],atmotube_AQS,atmotube_Temperature[˚C],atmotube_Humidity[%],atmotube_Pressure[hPa],atmotube_PM1[µg/m³],atmotube_PM2.5[µg/m³],atmotube_PM10[µg/m³],atmotube_Latitude,atmotube_Longitude
2022-11-10 16:47:00,2.098,43,,,1021.62,2.0,4.0,6.0,,
2022-11-10 16:46:00,2.190,42,,,1021.33,2.0,4.0,6.0,,
2022-11-10 16:45:00,2.286,42,,,1021.31,2.0,4.0,6.0,,
2022-11-10 16:44:00,2.380,41,,,1021.95,2.0,4.0,6.0,,
2022-11-10 16:43:00,2.470,40,,,1022.3,2.0,4.0,6.0,,
2022-11-10 16:42:00,2.556,40,,,1022.49,2.0,4.0,6.0,,
2022-11-10 16:41:00,2.631,39,,,1022.08,2.0,4.0,6.0,,
2022-11-10 16:40:00,2.685,39,,,1021.95,2.0,4.0,6.0,,
2022-11-10 16:39:00,2.736,39,,,1021.89,2.0,4.0,5.0,,
2022-11-10 16:38:00,2.772,38,,,1021.96,2.0,3.0,5.0,,
2022-11-10 16:37:00,2.805,38,,,1021.98,2.0,3.0,5.0,,
2022-11-10 16:36:00,2.841,38,,,1021.94,2.0,3.0,5.0,,
2022-11-10 16:35:00,2.879,38,,,1021.96,2.0,3.0,5.0,,
2022-11-10 16:34:00,2.920,37,,,1021.97,2.0,3.0,5.0,,
2022-11-10 16:33:00,2.963,37,,,1021.96,2.0,3.0,5.0,,
2022-11-10 16:32:00,3.008,37,,,1021.96,2.0,3.0,5.0,,
2022-11-10 16:31:00,3.056,36,,,1021.97,2.0,3.0,5.0,,
2022-11-10 16:30:00,3.107,36,,,1021.94,2.0,3.0,5.0,,
2022-11-10 16:29:00,3.162,36,,,1021.92,2.0,3.0,5.0,,
2022-11-10 16:28:00,3.222,35,,,1021.87,2.0,3.0,5.0,,
2022-11-10 16:27:00,3.286,35,,,1021.88,2.0,3.0,5.0,,
2022-11-10 16:26:00,3.357,34,,,1021.83,2.0,3.0,5.0,,
2022-11-10 16:25:00,3.436,34,,,1021.81,2.0,3.0,5.0,,
2022-11-10 16:24:00,3.527,33,,,1021.81,2.0,3.0,4.0,,
2022-11-10 16:23:00,1.927,45,,,1021.8,2.0,4.0,5.0,,
2022-11-10 16:22:00,1.945,44,,,1021.8,5.0,6.0,7.0,52.40989754126899,13.029566981706852
2022-11-10 16:21:00,4.311,28,20,54,1021.73,5.0,6.0,7.0,,
2022-11-10 16:20:00,3.800,31,,,1021.78,1.0,3.0,4.0,,
2022-11-10 16:19:00,3.768,32,,,1021.78,1.0,3.0,4.0,,
2022-11-10 16:18:00,3.734,32,,,1021.78,1.0,3.0,4.0,,
2022-11-10 16:17:00,3.700,32,,,1021.79,1.0,3.0,4.0,,
2022-11-10 16:16:00,3.665,32,,,1021.82,1.0,3.0,4.0,,
2022-11-10 16:15:00,3.632,32,,,1021.81,1.0,3.0,4.0,,
2022-11-10 16:14:00,3.610,33,,,1021.76,1.0,3.0,4.0,,
2022-11-10 16:13:00,3.595,33,,,1021.77,1.0,3.0,4.0,,
2022-11-10 16:12:00,3.592,33,,,1021.75,1.0,3.0,4.0,,
2022-11-10 16:11:00,3.609,33,,,1021.75,1.0,3.0,4.0,,
2022-11-10 16:10:00,3.661,32,,,1021.76,1.0,3.0,4.0,,
2022-11-10 16:09:00,3.738,32,,,1021.73,1.0,3.0,4.0,,
2022-11-10 16:08:00,3.830,31,,,1021.7,1.0,2.0,4.0,,
2022-11-10 16:07:00,3.871,31,,,1021.67,1.0,3.0,4.0,,
2022-11-10 16:06:00,3.833,31,,,1021.65,1.0,3.0,4.0,,
2022-11-10 16:05:00,3.792,31,,,1021.63,1.0,3.0,4.0,,
2022-11-10 16:04:00,3.752,32,,,1021.61,1.0,3.0,4.0,,
2022-11-10 16:03:00,3.715,32,,,1021.61,1.0,3.0,4.0,,
2022-11-10 16:02:00,3.677,32,,,1021.62,1.0,3.0,4.0,,
2022-11-10 16:01:00,3.642,32,,,1021.61,1.0,3.0,4.0,,
2022-11-10 16:00:00,3.610,33,,,1021.62,1.0,3.0,4.0,,
